Variant,variant_cp,Variant_ABC,Variant_Block,Norm,norm_cp,Norm_ABC,Norm_Block,Sources
𰋽,(U+302FD),Z,CJK_Extension_G,嬮,(U+5B2E),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰋾,(U+302FE),Z,CJK_Extension_G,𡠚,(U+2181A),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰌀,(U+30300),Z,CJK_Extension_G,嫈,(U+5AC8),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰌂,(U+30302),Z,CJK_Extension_G,媜,(U+5A9C),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰌆,(U+30306),Z,CJK_Extension_G,㜞,(U+371E),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰌇,(U+30307),Z,CJK_Extension_G,嫧,(U+5AE7),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰌉,(U+30309),Z,CJK_Extension_G,𡢘,(U+21898),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰌙,(U+30319),Z,CJK_Extension_G,嬾,(U+5B3E),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰌦,(U+30326),Z,CJK_Extension_G,孲,(U+5B72),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰌷,(U+30337),Z,CJK_Extension_G,寪,(U+5BEA),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰎌,(U+3038C),Z,CJK_Extension_G,嵷,(U+5D77),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰎎,(U+3038E),Z,CJK_Extension_G,巃,(U+5DC3),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰎏,(U+3038F),Z,CJK_Extension_G,崠,(U+5D20),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰎐,(U+30390),Z,CJK_Extension_G,㠠,(U+3820),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰎑,(U+30391),Z,CJK_Extension_G,嶪,(U+5DAA),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰎔,(U+30394),Z,CJK_Extension_G,嶤,(U+5DA4),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰎖,(U+30396),Z,CJK_Extension_G,崱,(U+5D31),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰎛,(U+3039B),Z,CJK_Extension_G,𡼾,(U+21F3E),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰎝,(U+3039D),Z,CJK_Extension_G,𡺠,(U+21EA0),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰎞,(U+3039E),Z,CJK_Extension_G,嶩,(U+5DA9),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰎠,(U+303A0),Z,CJK_Extension_G,巖,(U+5DD6),A,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰎢,(U+303A2),Z,CJK_Extension_G,𡼱,(U+21F31),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰎦,(U+303A6),Z,CJK_Extension_G,𰎼,(U+303BC),Z,CJK_Extension_G,unihan_simplified;unihan_traditional
𰎫,(U+303AB),Z,CJK_Extension_G,嶽,(U+5DBD),A,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰎷,(U+303B7),Z,CJK_Extension_G,𡾆,(U+21F86),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰎹,(U+303B9),Z,CJK_Extension_G,巚,(U+5DDA),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰏁,(U+303C1),Z,CJK_Extension_G,巑,(U+5DD1),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰏓,(U+303D3),Z,CJK_Extension_G,𢄓,(U+22113),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰏕,(U+303D5),Z,CJK_Extension_G,帴,(U+5E34),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰏜,(U+303DC),Z,CJK_Extension_G,㡞,(U+385E),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰏟,(U+303DF),Z,CJK_Extension_G,幱,(U+5E71),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰏲,(U+303F2),Z,CJK_Extension_G,𢉿,(U+2227F),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰏶,(U+303F6),Z,CJK_Extension_G,廥,(U+5EE5),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰏼,(U+303FC),Z,CJK_Extension_G,廗,(U+5ED7),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰏽,(U+303FD),Z,CJK_Extension_G,𢊃,(U+22283),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰐚,(U+3041A),Z,CJK_Extension_G,𢐗,(U+22417),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰐾,(U+3043E),Z,CJK_Extension_G,懭,(U+61ED),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰑁,(U+30441),Z,CJK_Extension_G,慱,(U+6171),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰑄,(U+30444),Z,CJK_Extension_G,惀,(U+60C0),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰑅,(U+30445),Z,CJK_Extension_G,𢠰,(U+22830),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰑔,(U+30454),Z,CJK_Extension_G,慹,(U+6179),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰑕,(U+30455),Z,CJK_Extension_G,懕,(U+61D5),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰑙,(U+30459),Z,CJK_Extension_G,懰,(U+61F0),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰑟,(U+3045F),Z,CJK_Extension_G,慐,(U+6150),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰑥,(U+30465),Z,CJK_Extension_G,憪,(U+61AA),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰑧,(U+30467),Z,CJK_Extension_G,慙,(U+6159),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰑪,(U+3046A),Z,CJK_Extension_G,憴,(U+61B4),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰑫,(U+3046B),Z,CJK_Extension_G,㦬,(U+39AC),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰑬,(U+3046C),Z,CJK_Extension_G,懫,(U+61EB),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰑵,(U+30475),Z,CJK_Extension_G,慸,(U+6178),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰑸,(U+30478),Z,CJK_Extension_G,㥷,(U+3977),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰑿,(U+3047F),Z,CJK_Extension_G,戃,(U+6203),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰒆,(U+30486),Z,CJK_Extension_G,慲,(U+6172),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰒒,(U+30492),Z,CJK_Extension_G,懘,(U+61D8),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰒖,(U+30496),Z,CJK_Extension_G,𢤧,(U+22927),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰓄,(U+304C4),Z,CJK_Extension_G,掁,(U+6381),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰓆,(U+304C6),Z,CJK_Extension_G,摀,(U+6440),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰓔,(U+304D4),Z,CJK_Extension_G,㨛,(U+3A1B),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰓕,(U+304D5),Z,CJK_Extension_G,𢸸,(U+22E38),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰓗,(U+304D7),Z,CJK_Extension_G,𢹥,(U+22E65),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰓙,(U+304D9),Z,CJK_Extension_G,擪,(U+64EA),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰓜,(U+304DC),Z,CJK_Extension_G,擳,(U+64F3),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰓝,(U+304DD),Z,CJK_Extension_G,𢲐,(U+22C90),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰓟,(U+304DF),Z,CJK_Extension_G,𢹼,(U+22E7C),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰓤,(U+304E4),Z,CJK_Extension_G,𭢒,(U+2D892),Z,CJK_Extension_F,unihan_simplified;unihan_traditional
𰓧,(U+304E7),Z,CJK_Extension_G,搎,(U+640E),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰓬,(U+304EC),Z,CJK_Extension_G,攦,(U+6526),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰓱,(U+304F1),Z,CJK_Extension_G,摼,(U+647C),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰓷,(U+304F7),Z,CJK_Extension_G,撋,(U+648B),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰓻,(U+304FB),Z,CJK_Extension_G,摫,(U+646B),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰓼,(U+304FC),Z,CJK_Extension_G,摲,(U+6472),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰔇,(U+30507),Z,CJK_Extension_G,摕,(U+6455),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰔋,(U+3050B),Z,CJK_Extension_G,撌,(U+648C),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰔲,(U+30532),Z,CJK_Extension_G,㩷,(U+3A77),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰔶,(U+30536),Z,CJK_Extension_G,𢹏,(U+22E4F),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰕁,(U+30541),Z,CJK_Extension_G,攳,(U+6533),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰕅,(U+30545),Z,CJK_Extension_G,敺,(U+657A),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰕈,(U+30548),Z,CJK_Extension_G,敿,(U+657F),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰕐,(U+30550),Z,CJK_Extension_G,𢿡,(U+22FE1),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰕭,(U+3056D),Z,CJK_Extension_G,旝,(U+65DD),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰖈,(U+30588),Z,CJK_Extension_G,曮,(U+66EE),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰖏,(U+3058F),Z,CJK_Extension_G,𭧒,(U+2D9D2),Z,CJK_Extension_F,unihan_simplified;unihan_traditional
𰖚,(U+3059A),Z,CJK_Extension_G,𭧖,(U+2D9D6),Z,CJK_Extension_F,unihan_simplified;unihan_traditional
𰖠,(U+305A0),Z,CJK_Extension_G,㬮,(U+3B2E),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰖩,(U+305A9),Z,CJK_Extension_G,㒿,(U+34BF),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰗅,(U+305C5),Z,CJK_Extension_G,𦡏,(U+2684F),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰗆,(U+305C6),Z,CJK_Extension_G,𦡖,(U+26856),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰗓,(U+305D3),Z,CJK_Extension_G,櫎,(U+6ACE),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰗖,(U+305D6),Z,CJK_Extension_G,棆,(U+68C6),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰗘,(U+305D8),Z,CJK_Extension_G,𣔿,(U+2353F),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰗙,(U+305D9),Z,CJK_Extension_G,㮲,(U+3BB2),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰗚,(U+305DA),Z,CJK_Extension_G,𣞐,(U+23790),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰗛,(U+305DB),Z,CJK_Extension_G,檡,(U+6AA1),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰗜,(U+305DC),Z,CJK_Extension_G,檿,(U+6ABF),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰗡,(U+305E1),Z,CJK_Extension_G,㯆,(U+3BC6),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰗢,(U+305E2),Z,CJK_Extension_G,楎,(U+694E),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰗦,(U+305E6),Z,CJK_Extension_G,㯸,(U+3BF8),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰗨,(U+305E8),Z,CJK_Extension_G,榯,(U+69AF),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰗬,(U+305EC),Z,CJK_Extension_G,櫏,(U+6ACF),C,CJK_Unified_Ideographs,MOE;unihan_simplified;unihan_traditional
𰗵,(U+305F5),Z,CJK_Extension_G,㰂,(U+3C02),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰗹,(U+305F9),Z,CJK_Extension_G,橚,(U+6A5A),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰗺,(U+305FA),Z,CJK_Extension_G,橨,(U+6A68),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰘀,(U+30600),Z,CJK_Extension_G,㯂,(U+3BC2),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰘅,(U+30605),Z,CJK_Extension_G,𰘯,(U+3062F),Z,CJK_Extension_G,unihan_simplified;unihan_traditional
𰘈,(U+30608),Z,CJK_Extension_G,檋,(U+6A8B),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰘓,(U+30613),Z,CJK_Extension_G,檾,(U+6ABE),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰘠,(U+30620),Z,CJK_Extension_G,櫩,(U+6AE9),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰘣,(U+30623),Z,CJK_Extension_G,檰,(U+6AB0),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰘩,(U+30629),Z,CJK_Extension_G,櫹,(U+6AF9),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰘳,(U+30633),Z,CJK_Extension_G,櫴,(U+6AF4),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰘶,(U+30636),Z,CJK_Extension_G,櫯,(U+6AEF),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰘸,(U+30638),Z,CJK_Extension_G,櫢,(U+6AE2),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰙋,(U+3064B),Z,CJK_Extension_G,歍,(U+6B4D),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰙎,(U+3064E),Z,CJK_Extension_G,歛,(U+6B5B),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰙑,(U+30651),Z,CJK_Extension_G,歗,(U+6B57),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰙕,(U+30655),Z,CJK_Extension_G,𣤋,(U+2390B),C,CJK_Extension_B,MOE;unihan_simplified;unihan_traditional
𰚍,(U+3068D),Z,CJK_Extension_G,𰚣,(U+306A3),Z,CJK_Extension_G,unihan_simplified;unihan_traditional
𰚔,(U+30694),Z,CJK_Extension_G,㲰,(U+3CB0),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰚦,(U+306A6),Z,CJK_Extension_G,氀,(U+6C00),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰚪,(U+306AA),Z,CJK_Extension_G,㲯,(U+3CAF),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰚬,(U+306AC),Z,CJK_Extension_G,𪵢,(U+2AD62),Z,CJK_Extension_C,unihan_simplified;unihan_traditional
𰚱,(U+306B1),Z,CJK_Extension_G,𣰛,(U+23C1B),C,CJK_Extension_B,MOE;unihan_simplified;unihan_traditional
𰛉,(U+306C9),Z,CJK_Extension_G,𣶯,(U+23DAF),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰛊,(U+306CA),Z,CJK_Extension_G,溤,(U+6EA4),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰛏,(U+306CF),Z,CJK_Extension_G,漎,(U+6F0E),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰛒,(U+306D2),Z,CJK_Extension_G,涷,(U+6DB7),B,CJK_Unified_Ideographs,MOE;unihan_simplified;unihan_traditional
𰛛,(U+306DB),Z,CJK_Extension_G,㴸,(U+3D38),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰛡,(U+306E1),Z,CJK_Extension_G,滭,(U+6EED),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰛣,(U+306E3),Z,CJK_Extension_G,漐,(U+6F10),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰛤,(U+306E4),Z,CJK_Extension_G,瀄,(U+7004),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰛥,(U+306E5),Z,CJK_Extension_G,溰,(U+6EB0),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰛦,(U+306E6),Z,CJK_Extension_G,濊,(U+6FCA),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰛨,(U+306E8),Z,CJK_Extension_G,𭱘,(U+2DC58),Z,CJK_Extension_F,unihan_simplified;unihan_traditional
𰛩,(U+306E9),Z,CJK_Extension_G,㶒,(U+3D92),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰛪,(U+306EA),Z,CJK_Extension_G,灓,(U+7053),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰛮,(U+306EE),Z,CJK_Extension_G,滷,(U+6EF7),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰛱,(U+306F1),Z,CJK_Extension_G,𰝢,(U+30762),Z,CJK_Extension_G,unihan_simplified;unihan_traditional
𰛲,(U+306F2),Z,CJK_Extension_G,澰,(U+6FB0),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰛵,(U+306F5),Z,CJK_Extension_G,澖,(U+6F96),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰛺,(U+306FA),Z,CJK_Extension_G,𣼩,(U+23F29),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰛻,(U+306FB),Z,CJK_Extension_G,𤅷,(U+24177),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰛽,(U+306FD),Z,CJK_Extension_G,㴿,(U+3D3F),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𰜐,(U+30710),Z,CJK_Extension_G,灠,(U+7060),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰜜,(U+3071C),Z,CJK_Extension_G,瀙,(U+7019),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰜝,(U+3071D),Z,CJK_Extension_G,瀁,(U+7001),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰜢,(U+30722),Z,CJK_Extension_G,㵑,(U+3D51),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰜨,(U+30728),Z,CJK_Extension_G,瀳,(U+7033),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰜳,(U+30733),Z,CJK_Extension_G,瀴,(U+7034),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰝅,(U+30745),Z,CJK_Extension_G,瀯,(U+702F),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰝋,(U+3074B),Z,CJK_Extension_G,㶏,(U+3D8F),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𰝍,(U+3074D),Z,CJK_Extension_G,瀈,(U+7008),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰝗,(U+30757),Z,CJK_Extension_G,㶕,(U+3D95),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰝞,(U+3075E),Z,CJK_Extension_G,𤄙,(U+24119),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰝟,(U+3075F),Z,CJK_Extension_G,㶍,(U+3D8D),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰝤,(U+30764),Z,CJK_Extension_G,灦,(U+7066),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰝾,(U+3077E),Z,CJK_Extension_G,㷃,(U+3DC3),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰞇,(U+30787),Z,CJK_Extension_G,燡,(U+71E1),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰞉,(U+30789),Z,CJK_Extension_G,㷲,(U+3DF2),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𰞍,(U+3078D),Z,CJK_Extension_G,㸅,(U+3E05),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰞤,(U+307A4),Z,CJK_Extension_G,熞,(U+719E),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰞲,(U+307B2),Z,CJK_Extension_G,㷶,(U+3DF6),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𰞳,(U+307B3),Z,CJK_Extension_G,龽,(U+9FBD),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰞷,(U+307B7),Z,CJK_Extension_G,𤍜,(U+2435C),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰞻,(U+307BB),Z,CJK_Extension_G,燌,(U+71CC),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰟄,(U+307C4),Z,CJK_Extension_G,𰟫,(U+307EB),Z,CJK_Extension_G,unihan_simplified;unihan_traditional
𰟘,(U+307D8),Z,CJK_Extension_G,爓,(U+7213),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰠛,(U+3081B),Z,CJK_Extension_G,牋,(U+724B),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰠫,(U+3082B),Z,CJK_Extension_G,犅,(U+7285),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰠲,(U+30832),Z,CJK_Extension_G,牼,(U+727C),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰠴,(U+30834),Z,CJK_Extension_G,㹓,(U+3E53),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰠹,(U+30839),Z,CJK_Extension_G,犤,(U+72A4),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰡄,(U+30844),Z,CJK_Extension_G,獹,(U+7379),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰡉,(U+30849),Z,CJK_Extension_G,𰡓,(U+30853),Z,CJK_Extension_G,unihan_simplified;unihan_traditional
𰡊,(U+3084A),Z,CJK_Extension_G,獢,(U+7362),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰡋,(U+3084B),Z,CJK_Extension_G,𤟤,(U+247E4),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰡎,(U+3084E),Z,CJK_Extension_G,猍,(U+730D),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰡏,(U+3084F),Z,CJK_Extension_G,猧,(U+7327),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰡐,(U+30850),Z,CJK_Extension_G,𤠔,(U+24814),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰡔,(U+30854),Z,CJK_Extension_G,獑,(U+7351),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰡞,(U+3085E),Z,CJK_Extension_G,獖,(U+7356),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰡢,(U+30862),Z,CJK_Extension_G,𤣎,(U+248CE),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰡩,(U+30869),Z,CJK_Extension_G,玂,(U+7382),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰡰,(U+30870),Z,CJK_Extension_G,𤥭,(U+2496D),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰡵,(U+30875),Z,CJK_Extension_G,瓐,(U+74D0),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰡻,(U+3087B),Z,CJK_Extension_G,瑙,(U+7459),A,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰡽,(U+3087D),Z,CJK_Extension_G,璹,(U+74B9),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰢄,(U+30884),Z,CJK_Extension_G,璛,(U+749B),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰢢,(U+308A2),Z,CJK_Extension_G,甒,(U+7512),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰢤,(U+308A4),Z,CJK_Extension_G,甖,(U+7516),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰢦,(U+308A6),Z,CJK_Extension_G,甊,(U+750A),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰣢,(U+308E2),Z,CJK_Extension_G,𬏲,(U+2C3F2),Z,CJK_Extension_E,unihan_simplified;unihan_traditional
𰣦,(U+308E6),Z,CJK_Extension_G,𤺉,(U+24E89),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰣩,(U+308E9),Z,CJK_Extension_G,𤻝,(U+24EDD),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰣫,(U+308EB),Z,CJK_Extension_G,𤼈,(U+24F08),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰣬,(U+308EC),Z,CJK_Extension_G,癠,(U+7660),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰣯,(U+308EF),Z,CJK_Extension_G,癎,(U+764E),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰣶,(U+308F6),Z,CJK_Extension_G,㿉,(U+3FC9),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𰣼,(U+308FC),Z,CJK_Extension_G,癪,(U+766A),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰣽,(U+308FD),Z,CJK_Extension_G,癴,(U+7674),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰤓,(U+30913),Z,CJK_Extension_G,𤾉,(U+24F89),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰤕,(U+30915),Z,CJK_Extension_G,皪,(U+76AA),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰤨,(U+30928),Z,CJK_Extension_G,㿹,(U+3FF9),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰤫,(U+3092B),Z,CJK_Extension_G,𥀲,(U+25032),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰤬,(U+3092C),Z,CJK_Extension_G,皾,(U+76BE),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰤽,(U+3093D),Z,CJK_Extension_G,𥂫,(U+250AB),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰥊,(U+3094A),Z,CJK_Extension_G,䀍,(U+400D),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰥒,(U+30952),Z,CJK_Extension_G,瞛,(U+779B),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰥛,(U+3095B),Z,CJK_Extension_G,瞓,(U+7793),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰥞,(U+3095E),Z,CJK_Extension_G,䁝,(U+405D),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰥠,(U+30960),Z,CJK_Extension_G,矕,(U+77D5),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
