KR_ID,text_title,files,file_size,character_count,person_name,DYNASTY,FUNCTION
KR5g0097,元辰章醮立成曆,3,33644,9329,,,
KR5g0098,六十甲子本命元辰曆,1,7949,2280,,,
KR5g0099,太上洞神洞淵神咒治病口章,1,36146,10464,,,
KR5g0100,上清經秘訣,1,2187,553,,,
KR5g0101,靈寶鍊度五仙安靈鎮神黃繒章法,1,7888,2239,,,
KR5g0102,上清太微帝君結帶真文法,1,1672,380,,,
KR5g0103,上清黃書過度儀,1,26855,7662,,,
KR5g0104,太上洞玄靈寶二部傳授儀,1,10059,2742,,,
KR5g0105,洞玄靈寶八節齋宿啟儀,1,8093,2174,,,
KR5g0106,洞玄靈寶五老攝召北豐鬼魔赤書玉訣,1,7601,2146,,,
KR5g0107,四聖真君靈簽,1,51278,13817,,,
KR5g0108,玄真靈應寶簽,4,102332,26648,,,
KR5g0109,大慈好生九天衛房聖母元君靈應寶簽,1,19697,5023,,,
KR5g0110,洪恩靈濟真君靈簽,1,8284,1805,,,
KR5g0111,靈濟真君注生堂靈簽,1,9929,2150,,,
KR5g0112,扶天廣聖如意靈簽,1,62898,15651,,,
KR5g0113,贛州聖濟廟靈跡碑,1,6087,1691,,,
KR5g0114,護國嘉濟江東王靈簽,1,35061,9169,,,
KR5g0115,葛仙翁肘後備急方,9,303050,82549,,,
KR5g0116,海瓊白真人語錄,5,91145,26234,,,
KR5g0117,海瓊問道集,1,25350,7411,,,
KR5g0118,海瓊傳道集,1,17517,4500,,,
KR5g0119,清和真人北遊語錄,5,84598,24553,,,
KR5g0120,峴泉集,13,316764,90795,,,
KR5g0121,太上大道玉清經,11,334262,97566,,,
KR5g0122,洞真高上玉帝大洞雌一玉檢五老寶經,1,62351,17778,,,
KR5g0123,洞真太上素靈洞元大有妙經,1,72358,21131,,,
KR5g0124,洞真上清青要紫書金根眾經,3,45397,12949,,,
KR5g0125,洞真上清太微帝君步天綱飛地紀金簡玉字上經,1,25316,7088,,,
KR5g0126,洞真上清開天三圖七星移度經,3,30324,8535,,,
KR5g0127,洞真太上三元流珠經,1,5996,1613,,,
KR5g0128,洞真西王母寶神起居經,1,19780,5688,,,
KR5g0129,洞真太上八素真經精耀三景妙訣,1,5583,1476,,,
KR5g0130,洞真太上八素真經修習功業妙訣,1,14038,3968,,,
KR5g0131,洞真太上八素真經三五行化妙訣,1,12287,3537,,,
KR5g0132,洞真太上八素真經服食日月皇華訣,1,23506,6675,,,
KR5g0133,洞真太上八素真經登壇符劄妙訣,1,13459,3804,,,
KR5g0134,洞真太上八素真經占候入定妙訣,1,11026,3160,,,
KR5g0135,洞真上清龍飛九道尺素隱訣,1,9503,2624,,,
KR5g0136,洞真太上三九素語玉精真訣,1,13552,3709,,,
KR5g0137,洞真太上八道命籍經,3,50478,14395,,,
KR5g0138,太上九赤班符五帝內真經,1,32671,9491,,,
KR5g0139,洞真太一帝君太丹隱書洞真玄經,1,47689,13926,,,
KR5g0140,洞真上清神州七轉七變舞天經,1,30435,8826,,,
KR5g0141,洞真太上紫度炎光神元變經,1,33743,9694,,,
KR5g0142,洞真太上神虎玉經,1,4272,1119,,,
KR5g0143,洞真太上神虎隱文,1,6848,1746,,,
KR5g0144,洞真太上紫文丹章,1,3081,675,,,
KR5g0145,洞真太上金篇虎符真文經,1,5704,1559,,,
KR5g0146,洞真太微金虎真符,1,11783,3130,,,
KR5g0147,洞真太上太素玉籙,1,7158,1879,,,
KR5g0148,洞真八景玉籙晨圖隱符,1,4904,1219,,,
KR5g0149,洞真太上倉元上錄,1,7501,2108,,,
KR5g0150,洞真太上上皇民籍定真玉籙,1,6169,1702,,,
KR5g0151,洞真太上紫書籙傳,1,13591,3919,,,
KR5g0152,洞真黃書,1,11081,2953,,,
KR5g0153,洞真太上說智慧消魔真經,6,51698,14403,,,
KR5g0154,洞真太上道君元丹上經,1,45182,13171,,,
KR5g0155,洞真金房度命綠字迴年三華寶曜內真上經,1,11304,3197,,,
KR5g0156,洞真太上上清內經,1,7421,1915,,,
KR5g0157,洞真太上丹景道精經,1,7525,1932,,,
KR5g0158,洞真太上青牙始生經,2,2987,678,,,
KR5g0159,洞真三天秘諱,1,7587,2135,,,
KR5g0160,洞真太上飛行羽經九真升玄上記,1,13618,3901,,,
KR5g0161,洞真太上太霄琅書,11,166648,46957,,,
KR5g0162,上清道寶經,6,175463,51048,,,
KR5g0163,上清太上開天龍蹺經,6,58771,16814,,,
KR5g0164,上清太上玉清隱書滅魔神慧高玄真經,1,41283,11906,,,
KR5g0165,上清高上滅魔玉帝神慧玉清隱書,1,16026,4425,,,
KR5g0166,上清高上滅魔洞景金元玉清隱書經,1,11618,3309,,,
KR5g0167,上清高上金元羽章玉清隱書經,1,26385,7494,,,
KR5g0168,上清丹景道精隱地八術經,3,16636,4492,,,
KR5g0169,上清九天上帝祝百神內名經,1,9682,2643,,,
KR5g0170,上清七聖玄紀經,1,1951,415,,,
KR5g0171,上清太上迴元隱道除罪籍經,1,7160,2013,,,
KR5g0172,上清太極真人撰所施行秘要經,1,6692,1827,,,
KR5g0173,上清洞真智慧觀身大戒文,1,21745,6168,,,
KR5g0174,上清元始譜錄太真玉訣,1,9367,2582,,,
KR5g0175,上清天關三圖經,1,21480,5768,,,
KR5g0176,上清河圖內玄經,3,34265,9622,,,
KR5g0177,上清迴神飛霄登空招五星上經法,1,8431,2379,,,
KR5g0178,上清化形隱景登升保仙上法,1,5044,1372,,,
KR5g0179,上清迴耀飛光日月精華上經,1,4104,892,,,
KR5g0180,上清素靈上篇,1,10999,3150,,,
KR5g0181,上清高上玉晨鳳台曲素上經,1,19662,5482,,,
KR5g0182,上清外國放品青童內文,3,56238,15674,,,
KR5g0183,上清諸真人授經時頌金真章,1,4367,969,,,
KR5g0184,上清無上金元玉清金真飛元步虛玉章,1,4624,958,,,
KR5g0185,上清太上帝君九真中經,3,43255,12424,,,
KR5g0186,上清太上九真中經絳生神丹訣,1,22405,6472,,,
KR5g0187,上清金真玉光八景飛經,1,24704,7122,,,
KR5g0188,上清玉帝七聖玄紀迴天九霄經,1,31415,8988,,,
KR5g0189,上清太上黃素四十四方經,1,22051,6380,,,
KR5g0190,上清明堂玄丹真經,1,5036,1335,,,
KR5g0191,上清九丹上化胎精中記經,1,28375,8202,,,
KR5g0192,上清太上元始耀光金虎鳳文章寶經,1,7510,1796,,,
KR5g0193,上清太一帝君太丹隱書解胞十二結節圖訣,1,9370,2367,,,
KR5g0194,上清洞真天寶大洞三景寶籙,3,58788,15935,,,
KR5g0195,上清大洞三景玉清隱書訣籙,1,9039,2235,,,
KR5g0196,上清元始高上玉皇九天譜錄,1,15044,1627,,,
KR5g0197,上清金真玉皇上元九天真靈三百六十五部元錄,1,23675,6744,,,
KR5g0198,上清高聖太上大道君洞真金元八景玉錄,1,19477,5704,,,
KR5g0199,上清洞天三五金剛玄籙儀經,1,28942,8235,,,
KR5g0200,上清瓊宮靈飛六甲籙,1,11091,2594,,,
KR5g0201,上清曲素訣辭籙,1,8887,1681,,,
KR5g0202,上清元始變化寶真上經九靈太妙龜山玄籙,1,140607,40165,,,
KR5g0203,上清高上龜山玄籙,1,20799,5255,,,
KR5g0204,上清大洞九微八道大經妙籙,1,2983,629,,,
KR5g0205,上清河圖寶籙,1,7032,1853,,,
KR5g0206,四鬥二十八宿天帝大籙,1,12590,3260,,,
KR5g0207,大乘妙林經,4,66699,18976,,,
KR5g0208,太上元寶金庭無為妙經,1,19394,5602,,,
KR5g0209,上清黃庭養神經,1,8061,2189,,,
KR5g0210,太上黃庭中景經,1,23358,6856,,,
KR5g0211,上清黃庭五藏六府真人玉軸經,1,11713,3307,,,
KR5g0212,上清仙府瓊林經,1,26116,7586,,,
KR5g0213,上清太極真人神仙經,1,25961,7429,,,
KR5g0214,長生胎元神用經,1,20438,5946,,,
KR5g0215,太上靈寶芝草品,1,22266,4395,,,
KR5g0216,洞玄靈寶二十四生圖經,1,43254,11156,,,
KR5g0217,玉清上宮科太真文,1,12654,2977,,,
KR5g0218,太上九真明科,1,24405,7025,,,
KR5g0219,洞玄靈寶千真科,1,32020,9219,,,
KR5g0220,洞玄靈寶長夜之府九幽玉匣明真科,1,42060,12287,,,
KR5g0221,太上元始天尊說北帝伏魔神咒妙經,11,106881,28528,,,
KR5g0222,北帝付魔經法建壇儀,1,19507,5505,,,
KR5g0223,伏魔經壇謝恩醮儀,1,9154,2477,,,
KR5g0224,北帝說豁落七元經,1,8598,2387,,,
KR5g0225,七元真訣語驅疫秘訣,1,4137,1087,,,
KR5g0226,七元璿璣召魔品經,1,2983,779,,,
KR5g0227,元始說度豐都經,1,4937,1326,,,
KR5g0228,七元召魔伏六天神咒經,1,7266,1836,,,
KR5g0229,七元真人說神真靈符經,1,4490,887,,,
KR5g0230,太上紫微中天七元真經,1,4056,956,,,
KR5g0231,枕中經,1,2710,692,,,
KR5g0232,太清元道真經,4,8194,1937,,,
KR5g0233,太上老君太素經,1,2074,519,,,
KR5g0234,靈信經旨,1,7996,1959,,,
KR5g0235,唐太古妙應孫真人福壽論,1,4563,1263,,,
KR5g0236,太清道林攝生論,1,25964,7512,,,
KR5g0237,侍帝晨東華上佐司命楊君傳記,1,15607,4366,,,
KR5g0238,長春真人西遊記,3,71675,20797,,,
KR5g0239,道藏目錄詳註,5,229507,60201,白雲齋,明,撰
KR5g0240,道藏缺經目錄,3,33861,7961,,,
KR5g0243,道藏經目錄,5,93599,22674,,,
KR5g0244,續道藏經目錄,1,3695,811,,,
KR5h0001,太上中道妙法蓮華經,11,48800,12158,,,
KR5h0002,太上元始天尊說寶月光皇后聖母孔雀明王經,1,30007,8015,,,
KR5h0003,聖母孔雀明王尊經啟白儀,1,19945,5146,,,
KR5h0004,太上元始天尊說孔雀經白文,1,18548,4732,,,
KR5h0005,上清元始變化寶真上經,1,55454,16228,,,
KR5h0006,太上老君開天經,1,6932,1929,,,
KR5h0007,太上老君虛無自然本起經,1,16288,4727,,,
KR5h0008,洞玄靈寶玉京山步虛經,1,10777,3020,,,
KR5h0009,皇經集注,11,324649,87621,,,
KR5h0010,元始天尊說東嶽化身濟生度死拔罪解冤保命玄範誥咒妙經,1,12006,3299,,,
KR5h0011,太上三元賜福赦罪解厄消災延生保命妙經,1,10013,2677,,,
KR5h0012,太上元陽上帝無始天尊說火車王靈官真經,1,11537,2954,,,
KR5h0013,元始天尊說藥王救八十一難真經,1,7846,2015,,,
KR5h0014,碧霞元君護國庇民普濟保生妙經,1,7683,2052,,,
KR5h0015,太上大聖朗靈上將護國妙經,1,2407,582,,,
KR5h0016,太上老君說城隍感應消災集福妙經,1,4941,1282,,,
KR5h0017,太上洞玄靈寶五顯觀華光本行妙經,1,9626,2672,,,
KR5h0018,太上說通真高皇解冤經,1,1743,396,,,
KR5h0019,中天紫微星真寶懺,1,5922,1555,,,
KR5h0020,紫皇鍊度玄科,1,26884,6906,,,
KR5h0021,先天鬥母奏告玄科,1,18254,4960,,,
KR5h0022,朝真發願懺悔文,1,3207,829,,,
KR5h0023,靈寶施食法,1,4690,1225,,,
KR5h0024,太微帝君二十四神回元經,1,6812,1935,,,
KR5h0025,北斗九皇隱諱經,1,5058,1396,,,
KR5h0026,高上玉宸憂樂經,1,5747,1589,,,
KR5h0027,太上洞真徊玄章,1,2823,716,,,
KR5h0028,上清金章十二篇,1,3616,967,,,
KR5h0029,太上洞玄濟眾經,1,2802,719,,,
KR5h0030,大洞經吉祥神咒法,1,5488,1094,,,
KR5h0031,皇明恩命世錄,10,74130,17949,,,
KR5h0032,漢天師世家,5,92929,27009,,,
KR5h0033,弘道錄,42,1179501,334364,,,
KR5h0034,消搖墟經,3,74761,21559,,,
KR5h0035,長生詮經,1,29650,8379,,,
KR5h0036,無生訣經,1,32238,8983,,,
KR5h0037,徐仙瀚藻,15,254207,71450,,,
KR5h0038,贊靈集,5,53107,14124,,,
KR5h0039,徐仙真錄,6,195137,48582,,,
KR5h0040,儒門崇理折衷堪輿完孝錄,9,312630,84713,,,
KR5h0041,岱史,19,495712,134245,,,
KR5h0042,易因,1,270993,77458,,,
KR5h0043,古易考原,4,61148,16232,,,
KR5h0044,易林,17,556832,121154,,,
KR5h0045,搜神記,7,130243,35184,,,
KR5h0046,太初元氣接要保生之論,1,5924,1640,,,
KR5h0047,化書,7,45316,12059,,,
KR5h0048,水鏡錄,1,17723,5095,,,
KR5h0049,諸神聖誕日玉匣記等集目錄,1,5663,1347,,,
KR5h0050,許真君玉匣記,1,6857,1835,,,
KR5h0051,法師選擇記,1,40014,10197,,,
KR5h0052,玄天上帝百字聖號,1,59725,15705,,,
KR5h0053,天皇至道太清玉冊,1,246621,64174,,,
KR5h0054,呂祖志,1,129814,37367,,,
KR5h0055,紫微鬥數,1,110796,26434,,,
KR5h0056,老子翼,7,221715,62053,焦竑,明,撰
KR5h0057,莊子翼,9,462428,132374,焦竑,明,輯
KR5i0001,元始大洞玉經 Yuanshi Dadong Yujing,2,114876,30052,,,
KR5i0002,洞經示讀 Dongjing Shidu,1,69051,19259,,,
KR5i0003,元始大洞玉經 Yuanshi Dadong Yujing,2,141879,40524,,,
KR5i0004,元始上帝毘盧遮耶說大洞救劫尊經 Yuanshi Shangdi Piluzheye Shuo Dadong Jiujie Zunjing,1,25721,6786,,,
KR5i0005,太上玄元道德經解 Taishang Xuanyuan Daode Jingjie,2,150247,43348,,,
KR5i0006,太上道德寶章翼 Taishang Daode Baozhang Yi,2,192031,55341,,,
KR5i0007,道德經釋辭 Daodejing Shici,2,113562,33134,,,
KR5i0008,太上老君說常清靜真經 Taishang Laojun Shuo Changqingjing Zhenjing,1,8223,2335,,,
KR5i0009,太上道德大天尊說道元一氣經 Taishang Daode Tianzun Shuo Daoyuan Yiqi Jing,1,1241,302,,,
KR5i0010,太上黃庭內景玉經 Taishang Huangting Neijing Yujing,1,63599,18412,,,
KR5i0011,黃庭內景經 Huangting Neijing Jing,1,27426,8083,,,
KR5i0012,黃庭外景經 Huanting Waijing Jing,1,9504,2778,,,
KR5i0013,太上感應篇箋注 Taishang Ganyingpian Jianzhu,1,86646,24714,,,
KR5i0014,太上感應篇集注 Taishang Ganyingpian Jizhu,1,173053,54608,,,
KR5i0015,高上玉皇本行集經 Gaoshang Yuhuang Benxing Jijing,6,152758,42211,,,
KR5i0016,太上洞玄靈寶紫微金格高上玉皇本行集經闡微 Taishang Dongxuan Lingbao Ziwei Jinge Gaoshang Yuhuang Benxing Jijing Chanwei,1,239110,66769,,,
KR5i0017,高上玉皇心印妙經 Gaoshang Yuhuang Xinyin Miaojing,1,20966,6083,,,
KR5i0018,終南八祖說心印妙經解 Zhongnan Bazu Shuo Xinyin Miao Jingjie,1,1842,420,,,
KR5i0019,高上玉皇心印經 Gaoshang Yuhuang Xinyin Jing,1,8120,2259,,,
KR5i0020,玉皇心印經 Yuhuang Xinyin Jing,1,10155,2689,,,
KR5i0021,玉清贊化九天演政心印集經 Yuqing Zanhua Jiutian Yanzheng Xinyin Jijing,2,84347,24431,,,
KR5i0022,玉清贊化九天演政心印寶懺 Yuqing Zanhua Jiutian Yanzheng Xinyin Baochan,2,135105,36879,,,
KR5i0023,先天斗帝敕演無上玄功靈妙真經 Xiantian Doudi Chiyan Wushang Xuangong Lingmiao Zhenjing,1,33509,9832,,,
KR5i0024,九皇斗姥戒殺延生真經 Jiuhuang Doumu Jiesha Yansheng Zhenjing,1,48260,13948,,,
KR5i0025,觀音大士蓮船經 Guanyin Dashi Lianchuan Jing,2,32837,9795,,,
KR5i0026,九皇新經註解 Jiuhuang Xinjing Zhujie,2,220880,63826,,,
KR5i0027,玄宗正旨 Xuanzong Zhengzhi,2,35173,10564,,,
KR5i0028,浮黎鼻祖金華祕訣 Fulibizu Jinhua Bijue,1,16827,4855,,,
KR5i0029,金碧古文龍虎上經 Jinbi Guwen Longhu Shangjing,1,26826,7860,,,
KR5i0030,唱道真言 Changdao Zhenyan,4,131445,39954,,,
KR5i0031,黃帝陰符經 Huangdi Yinfu Jing,1,44381,12916,,,
KR5i0032,黃帝陰符經 Huangdi Yinfu Jing,1,6230,1691,,,
KR5i0033,陰符玄解 Yinfu Xuanjie,1,21507,6219,,,
KR5i0034,五百靈官爵位姓氏總錄 Wubai Lingguan Juewei Xingshi Zonglu,1,17108,3674,,,
KR5i0035,玉樞寶經 Yushu Baojing,1,24274,7080,,,
KR5i0036,南華真經註疏 Nanhua Zhenjing Zhushu,5,718774,215457,,,
KR5i0037,參同契闡幽 Cantong Qi Chanyou,3,254448,74786,,,
KR5i0038,參同契分章註 Cantong Qi Fenzhang Zhu,2,126108,36916,,,
KR5i0039,入藥鏡 Ruyao Jing,2,59567,17196,,,
KR5i0040,銅符鐵券 Tongfu Tiequan,2,37563,11107,,,
KR5i0041,太上靈寶淨明宗教錄 Taishang Lingbao Jingming Zongjiao Lu,2,71666,21227,,,
KR5i0042,化書 Huashu,3,140038,40841,,,
KR5i0044,十六品經 Shiliupin Jing,3,135732,40865,,,
KR5i0045,呂祖本傳 Lüzu Benzhuan,1,23135,6930,,,
KR5i0046,金華宗旨 Jinhua Zongzhi,3,88714,26669,,,
KR5i0047,同參經 Tongcan Jing,1,92849,28050,,,
KR5i0048,五經合編 Wujing Hebian,1,65252,19476,,,
KR5i0049,呂帝文集 Lüdi Wenji,2,147299,43127,,,
KR5i0050,呂帝詩集 Lüdi Shiji,5,232275,65958,,,
KR5i0051,純陽三書 Chunyang Sanshu,9,182784,51590,,,
KR5i0052,易說 Yishuo,6,355723,102250,,,
KR5i0053,語錄大觀 Yulu Daguan,2,269588,80170,,,
KR5i0054,微言摘要 Weiyan Zhaiyao,1,45926,13897,,,
KR5i0055,呂帝聖蹟紀要 Lüdi Shengji Jiyao,3,70293,20783,,,
KR5i0056,天仙金丹心法 Tianxian Jindan Xinfa,4,184546,50600,,,
KR5i0057,東園語錄 Dongyuan Yulu,5,114516,33969,,,
KR5i0058,金丹四百字 Jindan Sibaizi,1,17209,5043,,,
KR5i0059,悟真篇闡幽 Wuzhenpian Chanyou,1,127749,37342,,,
KR5i0060,瓊琯白真人集 Qiongguan Bai Zhenren Ji,7,413243,119770,,,
KR5i0061,太公陰符經 Taigong Yinfu Jing,2,54927,13372,,,
KR5i0062,五篇靈文 Wupian Lingwen,1,22483,6495,,,
KR5i0063,孫不二元君法語 Sun Bu'Er Yuanjun Fayu,1,3088,811,,,
KR5i0064,孫不二元君傳述丹道祕書三卷 Sun Bu'Er Yuanjun Chuanshu Dandao Bishu Sanjuan,1,7634,2121,,,
KR5i0065,金液還丹印證圖詩 Jinye Huandan Yinzheng Tushi,1,39423,10601,,,
KR5i0066,仙佛合宗語錄 Xianfo Hezong Yulu,3,352216,103146,,,
KR5i0067,天仙正理直論 Tianxian Zhengli Zhilun,3,136634,39488,,,
KR5i0068,天仙正理直論淺說 Tianxian Zhengli Zhilun Qianshuo,1,54950,15768,,,
KR5i0069,金丹要訣 Jindan Yaojue,1,26357,7860,,,
KR5i0070,伍真人丹道九篇 Wu Zhenren Dandao Jiupian,1,26268,7859,,,
KR5i0071,張三丰先生全集 Zhang Sanfeng Xiansheng Quanji,16,631064,180488,,,
KR5i0072,養真集 Yangzhen Ji,3,79728,23249,,,
KR5i0073,玉詮,9,502553,151276,,,
KR5i0074,真詮,2,72877,20928,,,
KR5i0075,心傳述證錄 Xinchuan Shuzheng Lu,1,49542,13025,,,
KR5i0076,懺法大觀 Chanfa Daguan,8,526920,144034,,,
KR5i0077,三寶萬靈法懺 Sanbao Wanling Fachan,24,600581,164528,,,
KR5i0078,漢丞相諸葛忠武侯集 Han Chengxiang Zhuge Zhong Wuhou Ji,7,496759,145280,,,
KR5i0079,太極圖說 Taiji Tu Shuo,1,25376,7561,,,
KR5i0080,通書 Tongshu,2,33485,9613,,,
KR5i0081,皇極經世書 Huangji Jingshi Shu,1,31681,8885,,,
KR5i0082,擊壤集 Jirang Ji,1,57017,16061,,,
KR5i0083,文昌帝君本傳 Wenchang Dijun Benzhuan,1,16033,4753,,,
KR5i0084,文帝孝經 Wendi Xiaojing,1,23104,6885,,,
KR5i0085,元皇大道真君救劫寶經 Yuanhuang Dadao Zhenjun Jiujie Baojing,1,11500,3382,,,
KR5i0086,文昌延嗣經 Wenchang Yansi Jing,2,12835,3723,,,
KR5i0087,陰騭文註 Yinzhi Wen Zhu,1,68967,19908,,,
KR5i0088,關帝忠孝忠義經,1,20655,5719,,,
KR5i0089,關聖帝君本傳 Guansheng Dijun Benzhuan,1,11139,3298,,,
KR5i0090,清微宏範道門功課 Qingwei Hongfan Daomen Gongke,2,54221,15105,,,
KR5i0091,太上玄門功課經 Taishang Xuanmen Gongke Jing,2,41952,11607,,,
KR5i0092,靈寶文檢 Lingbao Wenjian,36,631835,147888,,,
KR5i0093,心香妙語 Xinxiang Miaoyu,9,260581,70822,,,
KR5i0094,雅宜集 Yayi Ji,9,216476,55937,,,
KR5i0095,十戒功過格 Shijie Gongguo Ge,3,71243,19882,,,
KR5i0096,警世功過格 Jingshi Gongguo Ge,2,26771,7541,,,
KR5i0097,三壇圓滿天仙大戒略說 Santan Yuanman Tianxian Dajie Lüeshuo,1,32100,9625,,,
KR5i0098,初真戒律 Chuzhen Jielü,2,39320,10780,,,
KR5i0099,中極戒 Zhongji Jie,1,19347,5639,,,
KR5i0100,二仙菴碑記 Erxian An Beiji,1,28282,7526,,,
KR5i0101,青羊宮碑記 Qingyang Gong Beiji,1,17075,4891,,,
KR5i0102,華蓋山三仙真經 Huagai Shan Sanxian Zhenjing,1,29537,8340,,,
KR5i0103,青城山記 Qingcheng Shan Ji,4,83017,24877,,,
KR5i0104,太上無極大道延夀集福消切寶懺,1,28114,6762,,,
KR5i0105,天下名山記 Tianxia Mingshan Ji,7,579941,168593,,,
KR5i0106,廣成儀制鐵鏆斛食全集,1,35114,8967,,,
KR5i0107,太上無極大道三十六部尊經,1,25815,6922,,,
KR5i0108,太上無極太道三十六部尊經註解,2,156264,44187,,,
KR5i0109,女丹合編 Nudan Hebian,23,160574,45286,,,
KR5a0002,元始無量度人上品妙經直音,7,41735,9495,,,
KR6a0001,長阿含經,22,813524,193024,,,
KR6a0002,七佛經,1,21219,4335,,,
KR6a0003,毘婆尸佛經,2,25659,5240,,,
KR6a0004,七佛父母姓字經,1,5836,1363,,,
KR6a0005,佛般泥洹經,2,87097,20892,,,
KR6a0006,般泥洹經,2,83874,19760,,,
KR6a0007,大般涅槃經,3,90226,21978,,,
KR6a0008,大堅固婆羅門緣起經,2,33384,7790,,,
KR6a0009,人仙經,1,13542,3203,,,
KR6a0010,白衣金幢二婆羅門緣起經,3,31739,6987,,,
KR6a0011,尼拘陀梵志經,2,24025,5681,,,
KR6a0012,大集法門經,2,35520,8035,,,
KR6a0013,長阿含十報法經,2,41520,9690,,,
KR6a0014,人本欲生經,1,26358,6173,,,
KR6a0015,帝釋所問經,1,22891,5101,,,
KR6a0016,尸迦羅越六方禮經,1,8035,1603,,,
KR6a0017,善生子經,1,13304,2565,,,
KR6a0018,信佛功德經,1,14916,3451,,,
KR6a0019,大三摩惹經,1,8167,1729,,,
KR6a0020,佛開解梵志阿颰經,1,25168,5730,,,
KR6a0021,梵網六十二見經,1,37575,9342,,,
KR6a0022,寂志果經,1,30017,7400,,,
KR6a0023,大樓炭經,6,179721,45409,,,
KR6a0024,起世經,10,293520,72321,,,
KR6a0025,起世因本經,10,295390,72362,,,
KR6a0026,中阿含經,60,2129408,514213,,,
KR6a0027,七知經,1,3689,540,,,
KR6a0028,園生樹經,1,3182,354,,,
KR6a0029,鹹水喻經,1,3213,703,,,
KR6a0030,薩鉢多酥哩踰捺野經,1,6411,1372,,,
KR6a0031,一切流攝守因經,1,7749,1489,,,
KR6a0032,四諦經,1,15357,3363,,,
KR6a0033,恒水經,1,5910,1029,,,
KR6a0034,法海經,1,5301,911,,,
KR6a0035,海八德經,1,4821,711,,,
KR6a0036,本相猗致經,1,3699,651,,,
KR6a0037,緣本致經,1,3214,575,,,
KR6a0038,輪王七寶經,1,6974,1567,,,
KR6a0039,頂生王故事經,1,9957,2167,,,
KR6a0040,文陀竭王經,1,5743,1220,,,
KR6a0041,頻婆娑羅王經,1,9570,2191,,,
KR6a0042,鐵城泥犁經,1,8594,2057,,,
KR6a0043,閻羅王五天使者經,1,5252,946,,,
KR6a0044,古來世時經,1,8621,1622,,,
KR6a0045,大正句王經,2,25712,5990,,,
KR6a0046,阿那律八念經,1,6957,1361,,,
KR6a0047,離睡經,1,4676,738,,,
KR6a0048,是法非法經,1,5769,1242,,,
KR6a0049,求欲經,1,18308,4260,,,
KR6a0050,受歲經,1,7923,1616,,,
KR6a0051,梵志計水淨經,1,3613,558,,,
KR6a0052,大生義經,1,12004,2769,,,
KR6a0053,苦陰經,1,9228,1882,,,
KR6a0054,釋摩男本四子經,1,6953,1282,,,
KR6a0055,苦陰因事經,1,8911,2197,,,
KR6a0056,樂想經,1,2187,357,,,
KR6a0057,漏分布經,1,11245,2760,,,
KR6a0058,阿耨風經,1,10295,2411,,,
KR6a0059,諸法本經,1,1661,0,,,
KR6a0060,瞿曇彌記果經,1,11728,2558,,,
KR6a0061,受新歲經,1,6224,1185,,,
KR6a0062,新歲經,1,11196,2427,,,
KR6a0063,解夏經,1,4961,839,,,
KR6a0064,瞻婆比丘經,1,5768,975,,,
KR6a0065,伏婬經,1,4929,820,,,
KR6a0066,魔嬈亂經,1,14188,2966,,,
KR6a0067,弊魔試目連經,1,9722,1890,,,
KR6a0068,賴吒和羅經,1,18462,4551,,,
KR6a0069,護國經,1,15811,3684,,,
KR6a0070,數經,1,8410,1780,,,
KR6a0071,梵志頞波羅延問種尊經,1,12353,2928,,,
KR6a0072,三歸五戒慈心厭離功德經,1,1759,19,,,
KR6a0073,須達經,1,5370,981,,,
KR6a0074,長者施報經,1,11252,2674,,,
KR6a0075,佛為黃竹園老婆羅門說學經,1,6821,1498,,,
KR6a0076,梵摩渝經,1,15717,3633,,,
KR6a0077,尊上經,1,6152,1356,,,
KR6a0078,兜調經,1,6524,1191,,,
KR6a0079,鸚鵡經,1,15272,3628,,,
KR6a0080,佛為首迦長者說業報差別經,1,23038,5507,,,
KR6a0081,分別善惡報應經,2,33256,8330,,,
KR6a0082,意經,1,4727,972,,,
KR6a0083,應法經,1,6849,1277,,,
KR6a0084,分別布施經,1,5682,1291,,,
KR6a0085,息諍因緣經,1,13861,3514,,,
KR6a0086,泥犁經,1,21239,5046,,,
KR6a0087,齋經,1,6460,1493,,,
KR6a0088,優陂夷墮舍迦經,1,5521,1093,,,
KR6a0089,八關齋經,1,2926,472,,,
KR6a0090,鞞摩肅經,1,7357,1475,,,
KR6a0091,婆羅門子命終愛念不離經,1,6704,1196,,,
KR6a0092,十支居士八城人經,1,5065,1026,,,
KR6a0093,邪見經,1,2360,126,,,
KR6a0094,箭喻經,1,6213,1250,,,
KR6a0095,蟻喻經,1,3840,760,,,
KR6a0096,治意經,1,2028,289,,,
KR6a0097,廣義法門經,1,15544,3844,,,
KR6a0098,普法義經,1,13920,3243,,,
KR6a0099,雜阿含經,50,2005377,460364,,,
KR6a0100,別譯雜阿含經,16,625686,138237,,,
KR6a0101,雜阿含經,1,36249,8867,,,
KR6a0102,佛說五蘊皆空經,1,1777,0,,,
KR6a0103,佛說聖法印經,1,2700,198,,,
KR6a0104,佛說法印經,1,2785,399,,,
KR6a0105,五陰譬喻經,1,3635,414,,,
KR6a0106,佛說水沫所漂經,1,3837,511,,,
KR6a0107,佛說不自守意經,1,1591,7,,,
KR6a0108,佛說滿願子經,1,3548,448,,,
KR6a0109,佛說轉法輪經,1,3344,360,,,
KR6a0110,佛說三轉法輪經,1,3101,373,,,
KR6a0111,佛說相應相可經,1,2221,362,,,
KR6a0112,佛說八正道經,1,3046,609,,,
