docclass,title,author,geo,geo_latitude,geo_longitude,docclass,doc_category_l1,doc_category_l2,doc_category_l3,time_dynasty,date_not_before,date_not_after,metadata/title.hanzi,metadata/title.hanyupinyin,metadata/Name,metadata/Name.Hanyupinyin,metadata/Function,metadata/styles.hao,metadata/CourtesyName.zi,metadata/PosthumousTitle.shi,metadata/AuthorDates,metadata/TotalJuan,metadata/Genre1,metadata/Genre2,metadata/Genre3,metadata/Place,metadata/GISCode,,metadata/Notes
DZ0739,南華真經直音,賈善翔,,,,撰,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,1086,,南華真經直音,Nanhua zhenjing zhiyin,賈善翔,Jia Shanxiang,撰,崇德悟真大師,鴻舉,,1081-1121,1,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,
DZ0740,南華邈,,,,,,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,Song,960,1279,南華邈,Nanhua miao,,,,,,,,1,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,
DZ0741,莊子內篇訂正,吳澄,,,,撰,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,莊子內篇訂正,Zhuangzi neipian dingzheng ,吳澄,Wu Cheng ,撰,草廬,幼請,,1249-1333,2,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,
DZ0742,南華真經循本,羅勉道,,,,撰,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,南華真經循本,Nanhua zhenjing xunben ,羅勉道,Luo Miandao ,撰,,,,1367,30,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,
DZ0742,南華真經循本,彭祥,,,,纂,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,南華真經循本,Nanhua zhenjing xunben ,彭祥,Peng Xiang,纂,,,,,30,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,
DZ0743,南華真經新傳,王雱,,,,撰,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,南華真經新傳,Nanhua zhenjing xinzhuan ,王雱,Wang Zhi ,撰,,元澤,,1044-1076,20,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,
DZ0744,南華真經拾遺,王雱,,,,撰,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,南華真經拾遺,Nanhua zhenjing shiyi ,王雱,Wang Zhi ,撰,,元澤,,,1,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,
DZ0745,南華真經註疏,郭象,,,,撰,Philosophy,Commentaries on Ancient Philosophers,,,,,南華真經註疏,Nanhua zhenjing zhushu ,郭象,Guo Xiang ,撰,,子玄,,252-312,35,Philosophy,Commentaries on Ancient Philosophers,,,,,
DZ0745,南華真經註疏,成玄英,,,,撰,Philosophy,Commentaries on Ancient Philosophers,,,,,南華真經註疏,Nanhua zhenjing zhushu ,成玄英,Cheng Xuanying,撰,,子實,,fl. 650,35,Philosophy,Commentaries on Ancient Philosophers,,,,,
DZ0746,通玄真經,徐靈府,,,,注,Philosophy,Commentaries on Ancient Philosophers,,,809,815,通玄真經,Tongxuan zhenjing,徐靈府,Xu Lingfu,注,默希子,,,,2,Philosophy,Commentaries on Ancient Philosophers,,,,DZTK.297,
DZ0747,洞靈真經,何璨,,,,撰,Philosophy,Tang Philosophical Texts (General) ,,,,,洞靈真經,Dongling zhenjing ,何璨,He Can,撰,,,,,3,Philosophy,Tang Philosophical Texts (General) ,,,,,
DZ0748,通玄真經纘義,杜道堅,杭州,"30,2928","120,1775",撰,Philosophy,Commentaries on Ancient Philosophers,Others,,1310,,通玄真經纘義,Tongxuan zhenjing zuanyi ,杜道堅,Du Daojian ,撰,南谷子、輔教大師,處逸,,1237-1318,12,Philosophy,Commentaries on Ancient Philosophers,Others,杭州,PL000000011513,,
DZ0749,通玄真經,朱弁,,,,撰,Philosophy,Commentaries on Ancient Philosophers,,,,,通玄真經,Tongxuan zhenjing ,朱弁,Zhu Bian,撰,正儀,,,,7,Philosophy,Commentaries on Ancient Philosophers,,,,,
DZ0750,太上玄靈北斗本命延生真經註,徐道齡,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,1334,,太上玄靈北斗本命延生真經註,Taishang xuanling beidou benming yansheng zhenjing zhu ,徐道齡,Xu Daoling,撰,玄陽子,,,,5,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0750,太上玄靈北斗本命延生真經註,徐道玄,,,,校正,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,太上玄靈北斗本命延生真經註,Taishang xuanling beidou benming yansheng zhenjing zhu ,徐道玄,Xu Daoxuan,校正,乾陽子,,,,5,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0751,太上玄靈北斗本命延生真經註解,玄元真人,崆峒山,"25,751487","115,010668",撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,太上玄靈北斗本命延生真經註解,Taishang xuanling beidou benming yansheng zhenjing zhujie ,玄元真人,Xuanyuan zhenren ,撰,,,,,3,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,崆峒山,PL000000019101,,
DZ0752,太上玄靈北斗本命延生經註,傅洞真,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,太上玄靈北斗本命延生經註,Taishang xuanling beidou benming yansheng jingzhu ,傅洞真,Fu Dongzhen,撰,,,,,3,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0753,北斗七元金玄羽章,,,,,,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,北斗七元金玄羽章,Beidou qiyuan jinxuan yuzhang ,,,,,,,,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0754,太上說玄天大聖真武本傳神咒妙經,陳伀,,,,撰,The Beidi and Xuantian Shangdi Cult,,,Yuan,1279,1368,太上說玄天大聖真武本傳神咒妙經,Taishang shuo Xuantian dasheng zhenwu benchuan shenzhou miaojing ,陳伀,Chen Zhong,撰,田方子,,,,6,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ0755,太上老君說常清靜經註,李道純,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,太上老君說常清靜經註,Taishang laojun shuochang qingjing jingzhu ,李道純,Li Daochun,撰,清菴、瑩蟾,元素,,fl.1288-1306,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0756,太上老君說常清靜經註,,,,,,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,Yuan,1279,1368,太上老君說常清靜經註,Taishang laojun shuochang qingjing jingzhu ,,,,,,,,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0757,太上老君說常清靜經註,白玉蟾,,,,改訂,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,1312,,太上老君說常清靜經註,Taishang laojun shuochang qingjing jingzhu ,白玉蟾,Bo Yuchan ,改訂,海瓊,如晦、紫清、白叟,,fl. 1194-1229,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0757,太上老君說常清靜經註,王元暉,,,,注,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,太上老君說常清靜經註,Taishang laojun shuochang qingjing jingzhu ,王元暉,Wang Yuanhui,注,隱微子,,,,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0758,太上老君說常清靜經註,侯善淵,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,"Jin dynasty , second half of twelfth century",1115,1234,太上老君說常清靜經註,Taishang laojun shuochang qingjing jingzhu ,侯善淵,Hou Shanyuan,撰,太玄子,,,,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0758,太上老君說常清靜經註,毛麾,,,,序,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,太上老君說常清靜經註,Taishang laojun shuochang qingjing jingzhu ,毛麾,Mao Hui,序,,,,fl.1187,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0759,太上老君說常清靜經註,杜光庭,,,,撰,Philosophy,Commentaries on Lingbao Scriptures,,,,,太上老君說常清靜經註,Taishang laojun shuochang qingjing jingzhu ,杜光庭,Du Guangting ,撰,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,1,Philosophy,Commentaries on Lingbao Scriptures,,,,,
DZ0760,太上老君說常清靜妙經纂圖解註,王玠,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,太上老君說常清靜妙經纂圖解註,Taishang laojun shuo chang qingjing miaojing zuantu jiezhu ,王玠,Wang Jie,撰,混然子,道淵,,fl. 1331-1380,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0761,太上老君元道真經註解,隱芝,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,太上老君元道真經註解,Taishang laojun yuandao zhenjing zhujie ,隱芝,Yin Zhi ,撰,合明子,內秀,,fl. thirteenth century,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0762,太上太清天童護命妙經註,侯善淵,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,Jurchen Jin ,1115,1234,太上太清天童護命妙經註,Taishang taiqing tiantong huming miaojing zhu ,侯善淵,Hou Shanyuan,撰,太玄子,,,,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0763,老子說五廚經註,尹愔,,,,撰,Yangsheng,Miscellaneous Practices,,,736,,老子說五廚經註,Laozi shuo wuchu jing zhu ,尹愔,Yin Yin,撰,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0764,太上三元飛星冠禁金書玉籙圖,,,,,,Tianxin Zhengfa and Related Rites,,,,,,太上三元飛星冠禁金書玉籙圖,Taishang sanyuan feixing guanjin jinshu yulu tu ,,,,,,,,1,Tianxin Zhengfa and Related Rites,,,,,,
DZ0765,上清金闕帝君五斗三一圖訣,,,,,,Shangqing,Other Early Shangqing Scriptures,,Six Dynasties,220,589,上清金闕帝君五斗三一圖訣,Shangqing jinque dijun wudou sanyi tujue,,,,,,,,1,Shangqing,Other Early Shangqing Scriptures,,,,,
DZ0766,四氣攝生圖,,,,,,Yangsheng,Miscellaneous Practices,,Tang,618,907,四氣攝生圖,Siqi shesheng tu ,,,,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0767,太上通靈八史聖文真形圖,,,,,,Dongshen Division,-,,,200,400,太上通靈八史聖文真形圖,Taishang tongling bashi shengwen zhenxing tu,,,,,,,,1,Dongshen Division,-,,,,,
DZ0768,圖經衍義本草,寇宗奭,,,,纂,Medicine and Pharmacology,,,,1116,,圖經衍義本草,Tujing yanyi bencao ,寇宗奭,Kou Zongshi,纂,,,,,47,Medicine and Pharmacology,,,,,,
DZ0768,圖經衍義本草,許洪,,,,改訂,Medicine and Pharmacology,,,,,,圖經衍義本草,Tujing yanyi bencao ,許洪,Xu Hong,改訂,,,,f l . 1208 ,47,Medicine and Pharmacology,,,,,,
DZ0769,圖經衍義本草,寇宗奭,,,,纂,Medicine and Pharmacology,,,,,,圖經衍義本草,Tujing yanyi bencao ,寇宗奭,Kou Zongshi,纂,,,,,47,Medicine and Pharmacology,,,,,,
DZ0769,圖經衍義本草,許洪,,,,改訂,Medicine and Pharmacology,,,,,,圖經衍義本草,Tujing yanyi bencao ,許洪,Xu Hong,改訂,,,,f l . 1208 ,47,Medicine and Pharmacology,,,,,,
DZ0770,混元聖紀,謝守灝,,,,撰,Sacred History and Geography,Sacred Histories and Records,,,1191,,混元聖紀,Hunyuan shengji ,謝守灝,Xie Shouhao ,撰,觀復大師,懷英,,1134-1212,9,Sacred History and Geography,Sacred Histories and Records,,,,,
DZ0770,混元聖紀,陳傅良,,,,序,Sacred History and Geography,Sacred Histories and Records,,,,,混元聖紀,Hunyuan shengji ,陳傅良,Chen Fuliang,序,,,,dated 1193,9,Sacred History and Geography,Sacred Histories and Records,,,,,
DZ0771,太上老君年譜要略,謝守灝,,,,纂,Sacred History and Geography,Sacred Histories and Records,,,,,太上老君年譜要略,Taishang laojun nianpu yaolüe ,謝守灝,Xie Shouhao ,纂,觀復大師,懷英,,1134-1212,1,Sacred History and Geography,Sacred Histories and Records,,,,,
DZ0771,太上老君年譜要略,李致道,隱山,,,改訂,Sacred History and Geography,Sacred Histories and Records,,,,,太上老君年譜要略,Taishang laojun nianpu yaolüe ,李致道,Li Zhidao,改訂,,,,,1,Sacred History and Geography,Sacred Histories and Records,,隱山,,,
DZ0772,太上老君金書內序,,,,,,Sacred History and Geography,Sacred Annals and Records,,,,,太上老君金書內序,Taishang laojun jinshu neixu ,,,,,,,,1,Sacred History and Geography,Sacred Annals and Records,,,,,
DZ0773,太上混元老子史略,謝守灝,,,,撰,Sacred History and Geography,Sacred Histories and Records,,,,,太上混元老子史略,Taishang hunyuan laozi shilüe ,謝守灝,Xie Shouhao ,撰,觀復大師,懷英,,1134-1212,3,Sacred History and Geography,Sacred Histories and Records,,,,,
DZ0774,猶龍傳,賈善翔,,,,撰,Sacred History and Geography,Sacred Histories and Records,,,1086,1110,猶龍傳,Youlong zhuan ,賈善翔,Jia Shanxiang,撰,崇德悟真大師,鴻舉,,1081-1121,6,Sacred History and Geography,Sacred Histories and Records,,,,,
DZ0775,太上說玄天大聖真武本傳神咒妙經,陳伀,,,,撰,The Beidi and Xuantian Shangdi Cult,,,Yuan,1279,1368,太上說玄天大聖真武本傳神咒妙經,Taishang shuo Xuantian dasheng zhenwu benchuan shenzhou miaojing ,陳伀,Chen Zhong,撰,田方子,,,,6,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ0776,真武靈應真君增上佑聖尊號冊文,徽宗,,,,撰,The Beidi and Xuantian Shangdi Cult,,,,1108,,真武靈應真君增上佑聖尊號冊文,Zhenwu lingying zhenjun zengshang yousheng zunhao cewen ,徽宗,Emperor Huizong of the Song,撰,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ0777,章獻明肅皇后受上清畢法籙記,朱自英,,,,撰,Sacred History and Geography,Sacred Histories and Records,,,1024,,章獻明肅皇后受上清畢法籙記,Zhangxian mingsu huanghou shou shangqing bifa lu ji ,朱自英,Zhu Ziying,撰,觀妙先生,隱芝,,976-1029,1,Sacred History and Geography,Sacred Histories and Records,,,,,
DZ0778,華蓋山浮丘王郭三真君事實,章元樞,,,,撰,Sacred History and Geography,Sacred Histories and Records,,,,,華蓋山浮丘王郭三真君事實,Huagai shan Fuqiu Wang Guo san zhenjun shishi ,章元樞,Zhang Yuanshu,撰,,,,fl 1180,6,Sacred History and Geography,Sacred Histories and Records,,,,,
DZ0778,華蓋山浮丘王郭三真君事實,黃彌堅,,,,撰,Sacred History and Geography,Sacred Histories and Records,,,,,華蓋山浮丘王郭三真君事實,Huagai shan Fuqiu Wang Guo san zhenjun shishi ,黃彌堅,Huang Mijian,撰,,,,Twelfth through fourteenth centuries,6,Sacred History and Geography,Sacred Histories and Records,,,,,
DZ0778,華蓋山浮丘王郭三真君事實,劉祥,,,,纂,Sacred History and Geography,Sacred Histories and Records,,,1261,,華蓋山浮丘王郭三真君事實,Huagai shan Fuqiu Wang Guo san zhenjun shishi ,劉祥,Liu Xiang,纂,,,,,6,Sacred History and Geography,Sacred Histories and Records,,,,,
DZ0778,華蓋山浮丘王郭三真君事實,王克明,,,,纂,Sacred History and Geography,Sacred Histories and Records,,,,,華蓋山浮丘王郭三真君事實,Huagai shan Fuqiu Wang Guo san zhenjun shishi ,王克明,Wang Keming,纂,,,,,6,Sacred History and Geography,Sacred Histories and Records,,,,,
DZ0779,唐葉真人傳,馬光祖,,,,序,Sacred History and Geography,Hagiographies,,,,,唐葉真人傳,Tang Ye zhenren zhuan ,馬光祖,Ma Guangzu,序,裕齋,,,,1,Sacred History and Geography,Hagiographies,,,,,
DZ0780,地祇上將溫太保傳,黃公瑾,,,,編,Sacred History and Geography,Hagiographies,,,1274,,地祇上將溫太保傳,Diqi shangjiang Wen taibao zhuan ,黃公瑾,Huang Gongjin ,編,,,,,1,Sacred History and Geography,Hagiographies,,,,,
DZ0781,玄品錄,張天雨,,,,撰,Sacred History and Geography,Hagiographies,,,1335,,玄品錄,Xuanpin lu ,張天雨,Zhang Tianyu ,撰,句曲外史,,,,5,Sacred History and Geography,Hagiographies,,,,,
DZ0782,大滌洞天記,鄧牧,,,,撰,Sacred History and Geography,Mountain and Temple Monographs,,,,,大滌洞天記,Dadi dongtian ji ,鄧牧,Deng Mu ,撰,牧心,,,1247-1306,3,Sacred History and Geography,Mountain and Temple Monographs,,,,,
DZ0783,墉城集仙錄,杜光庭,,,,撰,Sacred History and Geography,Hagiographies,,,,,墉城集仙錄,Yongcheng jixian lu ,杜光庭,Du Guangting ,撰,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,6,Sacred History and Geography,Hagiographies,,,,,
DZ0784,太上老君戒經,,,,,,Sanhuang Scriptures and Rituals,,,Early Tang ,618,763,太上老君戒經,Taishang laojun jiejing ,,,,,,,,1,Sanhuang Scriptures and Rituals,,,,,,
DZ0785,老君音誦誡經,寇謙之,嵩山,"34,519744","113,003188",撰,Way of the Heavenly Master,Didactic and Doctrinal Treatises,,,365,448,老君音誦誡經,Laojun yinsong jiejing,寇謙之,Kou Qianzhi ,撰,,輔真,,365-448,1,Way of the Heavenly Master,Didactic and Doctrinal Treatises,,嵩山,PL000000023253,,
DZ0786,太上老君經律,,,,,,Way of the Heavenly Master,Rituals and Rules,,,200,300,太上老君經律,Taishang laojun jinglü,,,,,,,,1,Way of the Heavenly Master,Rituals and Rules,,,,,
DZ0787,太上經戒,,,,,,The General Liturgical Organization of the Tang,,,Tang,618,907,太上經戒,Taishang jingjie ,,,,,,,,1,The General Liturgical Organization of the Tang,,,,,,
DZ0788,三洞法服科戒文,張萬福,,,,撰,The General Liturgical Organization of the Tang,,,,,,三洞法服科戒文,Sandong fafu kejie wen ,張萬福,Zhang Wanfu,撰,,,,fl. 711-713,1,The General Liturgical Organization of the Tang,,,,,,
DZ0789,正一法文天師教戒科經 ,,,,,,Way of the Heavenly Master,Didactic and Doctrinal Treatises,,Wei dynasty,250,260,正一法文天師教戒科經 ,Zhengyi fawen tianshi jiaojie kejing,,,,,,,,1,Way of the Heavenly Master,Didactic and Doctrinal Treatises,,,,ca. 255,
DZ0790,女青鬼律,,,,,,Way of the Heavenly Master,Rituals and Rules,,,200,300,女青鬼律,Nüqing guilü,,,,,,,,6,Way of the Heavenly Master,Rituals and Rules,,,,,
DZ0791,正一威儀經,,,,,,The Orthodox One Way of the Heavenly Master ,Liturgical Organization,,Eighth century,701,800,正一威儀經,Zhengyi weiyi jing ,,,,,,,,1,The Orthodox One Way of the Heavenly Master ,Liturgical Organization,,,,,
DZ0792,玄門十事威儀,,,,,,The General Liturgical Organization of the Tang,,,Tang,618,907,玄門十事威儀,Xuanmen shishi weiyi ,,,,,,,,1,The General Liturgical Organization of the Tang,,,,,,
DZ0793,太清道德顯化儀,,,,,,Zhengyi,Lamp Rituals,,Ming,1318,1644,太清道德顯化儀,Taiqing daode xianhua yi ,,,,,,,,1,Zhengyi,Lamp Rituals,,,,,
DZ0794,正一解戹醮儀,,,,,,The Orthodox One Way of the Heavenly Master  ,Rituals,,Early Tang ,618,763,正一解戹醮儀,Zhengyi jiee jiaoyi ,,,,,,,,1,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,
DZ0795,正一出官章儀,,,,,,The Orthodox One Way of the Heavenly Master  ,Rituals,,Tang,618,907,正一出官章儀,Zhengyi chuguan zhangyi ,,,,,,,,1,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,
DZ0796,太上三五正一盟威閱籙醮儀,杜光庭,,,,編,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,太上三五正一盟威閱籙醮儀,Taishang sanwu zhengyi mengwei yuelu jiaoyi ,杜光庭,Du Guangting ,編,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,1,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,
DZ0797,太上正一閱籙儀,杜光庭,,,,纂,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,太上正一閱籙儀,Taishang zhengyi yuelu yi ,杜光庭,Du Guangting ,纂,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,1,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,
DZ0798,正一旨教齋儀,,,,,,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,正一旨教齋儀,Zhengyi zhijiao zhai yi ,,,,,,,,1,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,
DZ0799,正一旨教齋清旦行道儀,,,,,,The Orthodox One Way of the Heavenly Master  ,Rituals,,Tang,618,907,正一旨教齋清旦行道儀,Zhengyi zhijiao zhai qingdan xingdao yi ,,,,,,,,1,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,
DZ0800,正一敕壇儀,,,,,,The Orthodox One Way of the Heavenly Master  ,Rituals,,Tang,618,907,正一敕壇儀,Zhengyi chitan yi ,,,,,,,,1,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,
DZ0801,正一醮宅儀,,,,,,The Orthodox One Way of the Heavenly Master  ,Rituals,,Tang,618,907,正一醮宅儀,Zhengyi jiaozhai yi ,,,,,,,,1,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,
DZ0802,正一醮墓儀,,,,,,The Orthodox One Way of the Heavenly Master  ,Rituals,,Tang,618,907,正一醮墓儀,Zhengyi jiaomu yi ,,,,,,,,1,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,
DZ0803,太上洞神三皇儀,,,,,,Sanhuang Scriptures and Rituals,,,Early Tang ,618,763,太上洞神三皇儀,Taishang dongshen sanhuang yi ,,,,,,,,1,Sanhuang Scriptures and Rituals,,,,,,
DZ0804,洞神三皇七十二君齋方懺儀,杜光庭,,,,編,Sanhuang Scriptures and Rituals,,,,,,洞神三皇七十二君齋方懺儀,Dongshen sanhuang qishier jun zhai fangchan yi ,杜光庭,Du Guangting ,編,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,1,Sanhuang Scriptures and Rituals,,,,,,
DZ0805,太上洞神太元河圖三元仰謝儀,杜光庭,,,,編,Sanhuang Scriptures and Rituals,,,,,,太上洞神太元河圖三元仰謝儀,Taishang dongshen taiyuan hetu sanyuan yangxie yi ,杜光庭,Du Guangting ,編,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,1,Sanhuang Scriptures and Rituals,,,,,,
DZ0806,太上金書玉牒寶章儀,,,,,,The Orthodox One Way of the Heavenly Master  ,Rituals,,Tang,618,907,太上金書玉牒寶章儀,Taishang jinshu yudie baozhang yi ,,,,,,,,1,The Orthodox One Way of the Heavenly Master  ,Rituals,,,,,
DZ0807,天心正法修真道場設醮儀,,,,,,Tianxin Zhengfa and Related Rites,,,,,,天心正法修真道場設醮儀,Tianxin zhengfa xiuzhen daochang shejiao yi ,,,,,,,,1,Tianxin Zhengfa and Related Rites,,,,,,
DZ0808,太上三洞傳授道德經紫虛籙拜表儀,杜光庭,,,,編,The Taixuan Division,,,,,,太上三洞傳授道德經紫虛籙拜表儀,Taishang sandong chuanshou daode jing zixu lu baibiao yi ,杜光庭,Du Guangting ,編,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,1,The Taixuan Division,,,,,,
DZ0809,太上三五傍救醮五帝斷瘟儀,,,,,,Dongyuan and Shengxuan Scriptures and Rituals,The Dongyuan shenzhou jing,,Tang,618,907,太上三五傍救醮五帝斷瘟儀,Taishang sanwu bangjiu jiao wudi duanwen yi ,,,,,,,,1,Dongyuan and Shengxuan Scriptures and Rituals,The Dongyuan shenzhou jing,,,,,
DZ0810,太上消災祈福醮儀,,,,,,Other Popular Cults,Popular Rites,,,,,太上消災祈福醮儀,Taishang xiaozai qifu jiaoyi ,,,,,,,,1,Other Popular Cults,Popular Rites,,,,,
DZ0811,太上金櫃玉鏡延生洞玄燭幽懺,,,,,,Other Popular Cults,Popular Rites,,Song,960,1279,太上金櫃玉鏡延生洞玄燭幽懺,Taishang jingui yujing yansheng dongxuan zhuyou chan ,,,,,,,,1,Other Popular Cults,Popular Rites,,,,,
DZ0812,太上瑤臺益算寶籍延年懺,,,,,,Lingbao,Litanies,,,,,太上瑤臺益算寶籍延年懺,Taishang yaotai yisuan baoji yannian chan ,,,,,,,,1,Lingbao,Litanies,,,,,
DZ0813,太上正一朝天三八謝罪法懺,,,,,,Zhengyi,Scriptures,,Yuan (1279-1368) or early Ming (1368-1644),,,太上正一朝天三八謝罪法懺,Taishang zhengyi chaotian sanba xiezui fachan ,,,,,,,,1,Zhengyi,Scriptures,,,,,
DZ0814,真武靈應護世消災滅罪寶懺,,,,,,The Beidi and Xuantian Shangdi Cult,,,Song,960,1279,真武靈應護世消災滅罪寶懺,Zhenwu lingying hushi xiaozai miezui baochan,,,,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ0815,北極真武普慈度世法懺,,,,,,The Beidi and Xuantian Shangdi Cult,,,Ming,1368,1644,北極真武普慈度世法懺,Beiji zhenwu puci dushi fachan ,,,,,,,,10,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ0816,北極真武佑聖真君禮文,,,,,,The Beidi and Xuantian Shangdi Cult,,,Ming,1368,1644,北極真武佑聖真君禮文,Beiji zhenwu yousheng zhenjun liwen ,,,,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ0817,太清中黃真經,九仙君,,,,撰,Yangsheng,Miscellaneous Practices,,Tang,618,907,太清中黃真經,Taiqing zhonghuang zhenjing ,九仙君,Jiuxian jun,撰,,,,,2,Yangsheng,Miscellaneous Practices,,,,,
DZ0817,太清中黃真經,中黃真人,,,,注,Yangsheng,Miscellaneous Practices,,,,,太清中黃真經,Taiqing zhonghuang zhenjing ,中黃真人,Zhonghuang zhenren,注,,,,,2,Yangsheng,Miscellaneous Practices,,,,,
DZ0818,太清導引養生經,,,,,,Yangsheng,-,,,300,400,太清導引養生經,Taiqing daoyin yangsheng jing,,,,,,,,1,Yangsheng,-,,,,DZTK,
DZ0819,太上養生胎息氣經,,,,,,Yangsheng,Respiratory Techniques,,Tang,618,907,太上養生胎息氣經,Taishang yangsheng taixi qijing ,,,,,,,,1,Yangsheng,Respiratory Techniques,,,,,
DZ0820,太清調氣經,,,,,,Yangsheng,Respiratory Techniques,,Tang,618,907,太清調氣經,Taiqing tiaoqi jing ,,,,,,,,1,Yangsheng,Respiratory Techniques,,,,,
DZ0821,太上老君養生訣,,,,,,Yangsheng,Miscellaneous Practices,,Early Tang,618,763,太上老君養生訣,Taishang laojun yangsheng jue ,,,,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0822,太清服氣口訣,,,,,,Yangsheng,Respiratory Techniques,,Tang,618,907,太清服氣口訣,Taiqing fuqi koujue ,,,,,,,,1,Yangsheng,Respiratory Techniques,,,,,
DZ0823,莊周氣訣解,,,,,,Yangsheng,Respiratory Techniques,,Tang,618,907,莊周氣訣解,Zhuang Zhou qijue jie ,,,,,,,,1,Yangsheng,Respiratory Techniques,,,,,
