docclass,title,author,geo,geo_latitude,geo_longitude,docclass,doc_category_l1,doc_category_l2,doc_category_l3,time_dynasty,date_not_before,date_not_after,metadata/title.hanzi,metadata/title.hanyupinyin,metadata/Name,metadata/Name.Hanyupinyin,metadata/Function,metadata/styles.hao,metadata/CourtesyName.zi,metadata/PosthumousTitle.shi,metadata/AuthorDates,metadata/TotalJuan,metadata/Genre1,metadata/Genre2,metadata/Genre3,metadata/Place,metadata/GISCode,,metadata/Notes
DZ0450,太極葛仙公傳,朱綽,平陰，山東,36286,"116,4581",序、改訂,Sacred History and Geography,Hagiographies,,,,,太極葛仙公傳,Taiji Ge xiangong zhuan,朱綽,Zhu Chuo,序、改訂,,,,1377,1,Sacred History and Geography,Hagiographies,,平陰，山東,PL000000020334,,
DZ0451,雲埠山申仙翁傳,,,,,,Sacred History and Geography,Hagiographies,,First half of the fourteenth century,1301,1350,雲埠山申仙翁傳,Yunfu shan Shen xianweng zhuan,,,,,,,,1,Sacred History and Geography,Hagiographies,,,,,
DZ0452,南嶽九真人傳,廖侁,,,,編,Sacred History and Geography,Hagiographies,,Northern Song,960,1127,南嶽九真人傳,Nanyue jiu zhenren zhuan,廖侁,Liao Shen ,編,,,,,1,Sacred History and Geography,Hagiographies,,,,,
DZ0453,南嶽小錄,李沖昭,,,,撰,Sacred History and Geography,The Zhenyuan ScripturesMountain and Temple Monographs; Epigraphy,,,902,,南嶽小錄,Nanyue xiaolu,李沖昭,Li Chongzao,撰,,,,,1,Sacred History and Geography,The Zhenyuan ScripturesMountain and Temple Monographs; Epigraphy,,,,,
DZ0454,太上洞玄靈寶上品戒經,,,,,,Lingbao,Rituals and Rules ,,Tang,618,907,太上洞玄靈寶上品戒經,Taishang dongxuan lingbao shangpin jiejing,,,,,,,,1,Lingbao,Rituals and Rules ,,,,,
DZ0455,太上玄一真人說三途五苦勸戒經,,,,,,Lingbao Canon,Canonical Lingbao Scriptures,,Six Dynasties,220,589,太上玄一真人說三途五苦勸戒經,Taishang xuanyi zhenren shuo santu wuku quanjie jing,,,,,,,,1,Lingbao Canon,Canonical Lingbao Scriptures,,,,,
DZ0456,太上洞玄靈寶三元品戒功德輕重經,,,,,,Lingbao Canon,Canonical Lingbao Scriptures,,Six Dynasties ,220,589,太上洞玄靈寶三元品戒功德輕重經,Taishang dongxuan lingbao sanyuan pinjie gongde qingzhong jing,,,,,,,,1,Lingbao Canon,Canonical Lingbao Scriptures,,,,,
DZ0457,太上洞玄靈寶智慧罪根上品大戒經,葛巢甫,句容,"31,9453","119,1717",,Lingbao Canon,Canonical Lingbao Scriptures,,,395,405,太上洞玄靈寶智慧罪根上品大戒經,Taishang dongxuan lingbao zhihui zuigen shangpin dajie jing,葛巢甫,Ge Chaofu,,,,,402,2,Lingbao Canon,Canonical Lingbao Scriptures,,句容,PL000000011098,MSB Daterange,
DZ0458,上清眾真教戒德行經,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,上清眾真教戒德行經,Shangqing zhongzhen jiaojie dexing jing ,,,,,,,,2,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,
DZ0459,洞玄靈寶天尊說十戒經,,,,,,Lingbao,Rituals and Rules ,,Sixth century,501,600,洞玄靈寶天尊說十戒經,Dongxuan lingbao tianzun shuo shijie jing,,,,,,,,1,Lingbao,Rituals and Rules ,,,,,
DZ0460,太上洞玄靈寶宣戒首悔眾罪保護經,,,,,,Dongyuan and Shengxuan Scriptures and Rituals,The Shengxuan neijiao jing,,Tang,618,907,太上洞玄靈寶宣戒首悔眾罪保護經,Taishang dongxuan lingbao xuanjie shouhui zhongzui baohu jing,,,,,,,,3,Dongyuan and Shengxuan Scriptures and Rituals,The Shengxuan neijiao jing,,,,,
DZ0461,上清骨髓靈文鬼律,饒洞天,,,,撰,Tianxin Zhengfa and Related Rites,,,,,,上清骨髓靈文鬼律,Shangqing gusui lingwen guilü,饒洞天,Rao Dongtian,撰,,,,fl. 994,3,Tianxin Zhengfa and Related Rites,,,,,,
DZ0461,上清骨髓靈文鬼律,鄧有功,華蓋山，江西,,,編,Tianxin Zhengfa and Related Rites,,,,,,上清骨髓靈文鬼律,Shangqing gusui lingwen guilü,鄧有功,Deng Yougong,編,月巢,子大,,1210-1279,3,Tianxin Zhengfa and Related Rites,,,華蓋山，江西,,,
DZ0462,太上洞玄靈寶法身製論,,,,,,Philosophy,Tang Philosophical Texts (General) ,,Tang,618,907,太上洞玄靈寶法身製論,Taishang dongxuan lingbao fashen zhilun,,,,,,,,1,Philosophy,Tang Philosophical Texts (General) ,,,,,
DZ0463,要修科儀戒律鈔,朱君緒,,,,撰,The General Liturgical Organization of the Tang,,,Early eighth century,701,750,要修科儀戒律鈔,Yaoxiu keyi jielü chao ,朱君緒,Zhu Junxu ,撰,,法滿,,,16,The General Liturgical Organization of the Tang,,,,,,
DZ0464,齋戒籙,,,,,,The General Liturgical Organization of the Tang,,,Ninth to tenth century,801,1000,齋戒籙,Zhaijie lu,,,,,,,,1,The General Liturgical Organization of the Tang,,,,,,
DZ0465,靈寶領教濟度金書目錄,,,,,,Lingbao,Manuals,,,,,靈寶領教濟度金書目錄,Lingbao lingjiao jidu jinshu mulu,,,,,,,,1,Lingbao,Manuals,,,,,
DZ0466,靈寶領教濟度金書,寧全真,,,,傳,Lingbao,Manuals,,,,,靈寶領教濟度金書,Lingbao lingjiao jidu jinshu,寧全真,Ning Quanzhen ,傳,,,,1101-1181,10 fols. + 320 juan,Lingbao,Manuals,,,,,
DZ0466,靈寶領教濟度金書,林靈真,,,,纂,Lingbao,Manuals,,,,,靈寶領教濟度金書,Lingbao lingjiao jidu jinshu,林靈真,Lin Lingzhen,纂,,,,1239-1302,10 fols. + 320 juan,Lingbao,Manuals,,,,,
DZ0467,大明玄教立成齋醮儀,宋宗真,,,,纂,Lingbao,Manuals,,,1374,,大明玄教立成齋醮儀,Da Ming xuanjiao licheng zhaijiao yi,宋宗真,Song Zongzhen,纂,,,,,1,Lingbao,Manuals,,,,,
DZ0468,洪恩靈濟真君自然行道儀,,,,,,The Hongen Lingji Zhenjun Cult,,,,,,洪恩靈濟真君自然行道儀,Hongen lingji zhenjun ziran xingdao yi,,,,,,,,1,The Hongen Lingji Zhenjun Cult,,,,,,
DZ0469,洪恩靈濟真君集福宿啓儀,,,,,,The Hongen Lingji Zhenjun Cult,,,,,,洪恩靈濟真君集福宿啓儀,Hongen lingji zhenjun jifu suqi yi,,,,,,,,1,The Hongen Lingji Zhenjun Cult,,,,,,
DZ0470,洪恩靈濟真君集福早朝儀,,,,,,The Hongen Lingji Zhenjun Cult,,,,,,洪恩靈濟真君集福早朝儀,Hongen lingji zhenjun jifu zaochao yi,,,,,,,,1,The Hongen Lingji Zhenjun Cult,,,,,,
DZ0471,洪恩靈濟真君集福午朝儀,,,,,,The Hongen Lingji Zhenjun Cult,,,,,,洪恩靈濟真君集福午朝儀,Hongen lingji zhenjun jifu wuchao yi,,,,,,,,1,The Hongen Lingji Zhenjun Cult,,,,,,
DZ0472,洪恩靈濟真君集福晚朝儀,,,,,,The Hongen Lingji Zhenjun Cult,,,,,,洪恩靈濟真君集福晚朝儀,Hongen lingji zhenjun jifu wanchao yi,,,,,,,,1,The Hongen Lingji Zhenjun Cult,,,,,,
DZ0473,洪恩靈濟真君祈謝設醮科,,,,,,The Hongen Lingji Zhenjun Cult,,,,,,洪恩靈濟真君祈謝設醮科,Hongen lingji zhenjun qixie shejiao ke,,,,,,,,1,The Hongen Lingji Zhenjun Cult,,,,,,
DZ0474,洪恩靈濟真君禮願文,,,,,,The Hongen Lingji Zhenjun Cult,,,,,,洪恩靈濟真君禮願文,Hongen lingji zhenjun liyuan wen,,,,,,,,44,The Hongen Lingji Zhenjun Cult,,,,,,
DZ0475,洪恩靈濟真君七政星燈儀,,,,,,The Hongen Lingji Zhenjun Cult,,,,1397,,洪恩靈濟真君七政星燈儀,Hongen lingji zhenjun qizheng xing dengyi ,,,,,,,,1,The Hongen Lingji Zhenjun Cult,,,,,,
DZ0476,洪恩靈濟真君事實,,,,,,The Hongen Lingji Zhenjun Cult,,,Ming,1368,1644,洪恩靈濟真君事實,Hongen lingji zhenjun shishi ,,,,,,,,1,The Hongen Lingji Zhenjun Cult,,,,,,
DZ0477,羅天大醮早朝科,,,,,,Lingbao,Rituals,,,,,羅天大醮早朝科,Luotian dajiao zaochao ke,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0478,羅天大醮午朝科,,,,,,Lingbao,Rituals,,,,,羅天大醮午朝科,Luotian dajiao wuchao ke,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0479,羅天大醮晚朝科,,,,,,Lingbao,Rituals,,,,,羅天大醮晚朝科,Luotian dajiao wanchao ke,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0480,羅天大醮設醮儀,,,,,,Lingbao,Rituals,,,,,羅天大醮設醮儀,Luotian dajiao shejiao yi,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0481,玄門報孝追薦儀,,,,,,The Jingming Zhongxiao School,,,Ming,1368,1644,玄門報孝追薦儀,Xuanmen baoxiao zhuijian yi,,,,,,,,1,The Jingming Zhongxiao School,,,,,,
DZ0482,諸師聖誕沖舉酌獻儀,,,,,,Zhengyi,Scriptures,,,,,諸師聖誕沖舉酌獻儀,Zhushi shengdan chongju zhuoxian yi,,,,,,,,1,Zhengyi,Scriptures,,,,,
DZ0483,金籙齋啓壇儀,杜光庭,,,,撰,Lingbao,Rituals and Rules ,,,,,金籙齋啓壇儀,Jinlu zhai qitanyi ,杜光庭,Du Guangting ,撰,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,1,Lingbao,Rituals and Rules ,,,,,
DZ0484,金籙大齋宿啓儀,,,,,,Lingbao,Rituals,,,,,金籙大齋宿啓儀,Jinlu dazhai suqi yi ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0485,金籙大齋啓盟儀,,,,,,Lingbao,Rituals,,,,,金籙大齋啓盟儀,Jinlu dazhai qimeng yi ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0486,金籙大齋補職說戒儀,,,,,,Lingbao,Rituals,,,,,金籙大齋補職說戒儀,Jinlu dazhai buzhi shuojie yi,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0487,金籙早午晚朝儀,,,,,,Lingbao,Rituals,,,,,金籙早午晚朝儀,"Jinlu zaochao yi, Jinlu wuchao yi, Jinlu wanchao yi ",,,,,,,,,Lingbao,Rituals,,,,,
DZ0488,金籙齋懺方儀,杜光庭,,,,撰,Lingbao,Rituals,,,,,金籙齋懺方儀,Jinlu zhai chanfang yi ,杜光庭,Du Guangting ,撰,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,1,Lingbao,Rituals,,,,,
DZ0489,金籙解壇儀,,,,,,Lingbao,Rituals,,,,,金籙解壇儀,Jinlu jietan yi,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0490,金籙設醮儀,,,,,,Lingbao,Rituals,,,,,金籙設醮儀,Jinlu shejiao yi ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0491,金籙放生儀,,,,,,Lingbao,Rituals,,,,,金籙放生儀,Jinlu fangsheng yi,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0492,金籙祈壽早午晚朝儀,,,,,,Lingbao,Rituals,,,,,金籙祈壽早午晚朝儀,"Jinlu qishou zao, wu, wanchao yi",,,,,,,,1,Lingbao,Rituals,,,,,
DZ0493,金籙上壽三獻儀,,,,,,Lingbao,Rituals,,,,,金籙上壽三獻儀,Jinlu shangshou sanxian yi ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0494,金籙延壽設醮儀,,,,,,Lingbao,Rituals,,Ming,1368,1644,金籙延壽設醮儀,Jinlu yanshou shejiao yi ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0495,金籙玄靈轉經早午晚朝行道儀,,,,,,Lingbao,Rituals,,Ming,1368,1644,金籙玄靈轉經早午晚朝行道儀,"Jinlu xuanling zhuanjing zao,wu,wanchao xingdao yi",,,,,,,,1,Lingbao,Rituals,,,,,
DZ0496,金籙十迴度人早午晚朝開收儀,,,,,,Lingbao,Rituals,,Ming,1368,1644,金籙十迴度人早午晚朝開收儀,"Jinlu shihui duren zao, wu, wanchao kaishou yi ",,,,,,,,1,Lingbao,Rituals,,,,,
DZ0497,金籙十迴度人三朝轉經儀,,,,,,Lingbao,Rituals,,Ming,1368,1644,金籙十迴度人三朝轉經儀,"Jinlu shihui duren zao, wu, wanchao zhuanjingyi",,,,,,,,1,Lingbao,Rituals,,,,,
DZ0498,金籙齋投簡儀,張商英,,,,編,Lingbao,Rituals,,,,,金籙齋投簡儀,Jinlu zhai toujian yi ,張商英,Zhang Shangying,編,無盡居士,天覺,,1043-112I,1,Lingbao,Rituals,,,,,
DZ0499,玉籙資度宿啓儀,,,,,,Lingbao,Rituals,,,,,玉籙資度宿啓儀,Yulu zidu suqi yi ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0500,玉籙資度解壇儀,,,,,,Lingbao,Rituals,,,,,玉籙資度解壇儀,Yulu zidu jietan yi ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0501,玉籙資度設醮儀,,,,,,Lingbao,Rituals,,,,,玉籙資度設醮儀,Yulu zidu shejiao yi,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0502,玉籙資度早午晚朝儀,,,,,,Lingbao,Rituals,,,,,玉籙資度早午晚朝儀,"Yulu zidu zao, wu, wanchao yi ",,,,,,,,1,Lingbao,Rituals,,,,,
DZ0503,玉籙生神資度轉經儀,,,,,,Lingbao,Rituals,,,,,玉籙生神資度轉經儀,Yulu shengshen zidu zhuanjing yi ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0504,玉籙生神資度開收儀,,,,,,Lingbao,Rituals,,Ming,1368,1644,玉籙生神資度開收儀,Yulu shengshen zidu kaishou yi,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0505,玉籙三日九朝儀,,,,,,Lingbao,Rituals,,,,,玉籙三日九朝儀,Yulu sanri jiuchao yi,,,,,,,,3,Lingbao,Rituals,,,,,
DZ0506,玉籙濟幽判斛儀,,,,,,Lingbao,Rituals,,,,,玉籙濟幽判斛儀,Yulu jiyou panhu yi,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0507,太上黃籙齋儀,杜光庭,,,,撰,Lingbao,Rituals and Rules,,,,,太上黃籙齋儀,Taishang huanglu zhaiyi ,杜光庭,Du Guangting ,撰,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,58,Lingbao,Rituals and Rules,,,,,
DZ0508,無上黃籙大齋立成儀,蔣叔與,,,,撰,Lingbao,Manuals,,,,,無上黃籙大齋立成儀,Wushang huanglu dazhai licheng yi ,蔣叔與,Jiang Shuyu,撰,存齋,德詹,,1162-1223,57,Lingbao,Manuals,,,,,
DZ0508,無上黃籙大齋立成儀,蔣焈,,,,後記,Lingbao,Manuals,,,,,無上黃籙大齋立成儀,Wushang huanglu dazhai licheng yi ,蔣焈,Jiang Xi,後記,,,,,57,Lingbao,Manuals,,,,,
DZ0508,無上黃籙大齋立成儀,蔣焱,,,,後記,Lingbao,Manuals,,,,,無上黃籙大齋立成儀,Wushang huanglu dazhai licheng yi ,蔣焱,Jiang Yan,後記,,,,dated 1223,57,Lingbao,Manuals,,,,,
DZ0508,無上黃籙大齋立成儀,高文虎,,,,後記,Lingbao,Manuals,,,,,無上黃籙大齋立成儀,Wushang huanglu dazhai licheng yi ,高文虎,Gao Wenhu,後記,,,,,57,Lingbao,Manuals,,,,,
DZ0509,黃籙救苦十齋轉經儀,,,,,,Lingbao,Rituals,,Southern Song,1127,1279,黃籙救苦十齋轉經儀,Huanglu jiuku shizhai zhuanjing yi,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0510,黃籙十念儀,,,,,,Lingbao,Rituals,,,,,黃籙十念儀,Huanglu shinian yi,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0511,黃籙五老悼亡儀,,,,,,Lingbao,Rituals,,,,,黃籙五老悼亡儀,Huanglu wulao daowang yi ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0512,黃籙齋十天尊儀,,,,,,Lingbao,Rituals,,,,,黃籙齋十天尊儀,Huanglu zhai shi tianzun yi ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0513,黃籙齋十洲三島拔度儀,,,,,,Lingbao,Rituals,,,,,黃籙齋十洲三島拔度儀,Huanglu zhai shizhou sandao badu yi ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0514,黃籙九幽醮無礙夜齋次第儀,,,,,,Lingbao,Rituals,,Southern Song,1127,1279,黃籙九幽醮無礙夜齋次第儀,Huanglu jiuyou jiao wuai yezhai cidi yi ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0515,洞玄靈寶河圖仰謝三十六天齋儀,,,,,,Sanhuang Scriptures and Rituals,,,,,,洞玄靈寶河圖仰謝三十六天齋儀,Dongxuan lingbao hetu yangxie sanshiliu tian zhaiyi,,,,,,,,4,Sanhuang Scriptures and Rituals,,,,,,
DZ0516,洞玄靈寶河圖仰謝三十六土皇齋儀,,,,,,Sanhuang Scriptures and Rituals,,,Late Tang,764,907,洞玄靈寶河圖仰謝三十六土皇齋儀,Dongxuan lingbao hetu yangxie sanshiliu tuhuang zhaiyi,,,,,,,,4,Sanhuang Scriptures and Rituals,,,,,,
DZ0517,靈寶半景齋儀,,,,,,Lingbao,Rituals and Rules ,,Tang,618,907,靈寶半景齋儀,Lingbao banjing zhaiyi,,,,,,,,1,Lingbao,Rituals and Rules ,,,,,
DZ0518,神功妙濟真君禮文,,,,,,The Jingming Zhongxiao School,,,,,,神功妙濟真君禮文,Shengong miaoji zhenjun liwen,,,,,,,,1,The Jingming Zhongxiao School,,,,,,
DZ0519,太上靈寶玉匱明真齋懺方儀,,,,,,Lingbao,Rituals and Rules ,,,,,太上靈寶玉匱明真齋懺方儀,Taishang lingbao yugui mingzhen zhai chanfang yi,,,,,,,,1,Lingbao,Rituals and Rules ,,,,,
DZ0520,太上靈寶玉匱明真大齋懺方儀,,,,,,Lingbao,Rituals and Rules ,,,,,太上靈寶玉匱明真大齋懺方儀,Taishang lingbao yugui mingzhen dazhai chanfang yi ,,,,,,,,1,Lingbao,Rituals and Rules ,,,,,
DZ0521,太上靈寶玉匱明真大齋言功儀,杜光庭,,,,撰,Lingbao,Rituals and Rules ,,,,,太上靈寶玉匱明真大齋言功儀,Taishang lingbao yugui mingzhen dazhai yangong yi ,杜光庭,Du Guangting ,撰,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,1,Lingbao,Rituals and Rules ,,,,,
DZ0522,洞玄度靈寶自然券儀,,,,,,Lingbao,Rituals and Rules ,,,,,洞玄度靈寶自然券儀,Dongxuan du lingbao ziran quanyi,,,,,,,,1,Lingbao,Rituals and Rules ,,,,,
DZ0523,洞玄靈寶自然齋儀,,,,,,Lingbao,Rituals and Rules ,,Early Tang ,618,763,洞玄靈寶自然齋儀,Dongxuan lingbao ziran zhaiyi ,,,,,,,,1,Lingbao,Rituals and Rules ,,,,,
DZ0524,洞玄靈寶齋說光燭戒罰燈祝願儀,陸修靜,,,,撰,Lingbao Canon,Doctrinal and Liturgical Works,,,406,477,洞玄靈寶齋說光燭戒罰燈祝願儀,Dongxuan lingbao zhai shuo guang zhu jie fa deng zhuyuan yi,陸修靜,Lu Xiujing,撰,,元德,簡寂先生、丹元真人,406-477,1,Lingbao Canon,Doctrinal and Liturgical Works,,,,,
DZ0525,太上洞淵三昧神咒齋懺謝儀,杜光庭,,,,編,Dongyuan and Shengxuan Scriptures and Rituals,The Dongyuan shenzhou jing,,,,,太上洞淵三昧神咒齋懺謝儀,Taishang dongyuan sanmei shenzhou zhai chanxie yi ,杜光庭,Du Guangting ,編,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,1,Dongyuan and Shengxuan Scriptures and Rituals,The Dongyuan shenzhou jing,,,,,
DZ0526,太上洞淵三昧神咒齋清旦行道儀,杜光庭,,,,編,Dongyuan and Shengxuan Scriptures and Rituals,The Dongyuan shenzhou jing,,,,,太上洞淵三昧神咒齋清旦行道儀,Taishang dongyuan sanmei shenzhou zhai qingdan xingdao yi ,杜光庭,Du Guangting ,編,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,1,Dongyuan and Shengxuan Scriptures and Rituals,The Dongyuan shenzhou jing,,,,,
DZ0527,太上洞淵三昧神咒齋十方懺儀,杜光庭,,,,撰,Dongyuan and Shengxuan Scriptures and Rituals,The Dongyuan shenzhou jing,,,,,太上洞淵三昧神咒齋十方懺儀,Taishang dongyuan sanmei shenzhou zhai shifang chanyi,杜光庭,Du Guangting ,撰,廣成先生；東瀛子；華頂、天姥峰羽人,賓聖,,850-933,1,Dongyuan and Shengxuan Scriptures and Rituals,The Dongyuan shenzhou jing,,,,,
DZ0528,太上洞玄靈寶授度儀,陸修靜,,,,撰,Lingbao Canon,Doctrinal and Liturgical Works,,,406,477,太上洞玄靈寶授度儀,Taishang dongxuan lingbao shoudu yi,陸修靜,Lu Xiujing,撰,,元德,簡寂先生、丹元真人,406-477,1,Lingbao Canon,Doctrinal and Liturgical Works,,,,,
DZ0529,靈寶五經提綱,,,,,,Lingbao,Rituals,,Twelfth or thirteenth century,1101,1300,靈寶五經提綱,Lingbao wujing tigang,,,,,,,,1,Lingbao,Rituals,,,,,
DZ0530,洞玄靈寶玉籙簡文三元威儀自然真經,葛巢甫,句容,"31,9453","119,1717",,Lingbao Canon,Canonical Lingbao Scriptures,,,395,405,洞玄靈寶玉籙簡文三元威儀自然真經,Dongxuan lingbao yulu jianwen sanyuan weiyi ziran zhenjing,葛巢甫,Ge Chaofu,,,,,402,1,Lingbao Canon,Canonical Lingbao Scriptures,,句容,PL000000011098,MSB Daterange,
DZ0531,洞玄靈寶鍾磬威儀經,,,,,,Lingbao,Scriptures,Medium-Length Scriptures,Tang,618,907,洞玄靈寶鍾磬威儀經,Dongxuan lingbao zhongqing weiyi jing,,,,,,,,1,Lingbao,Scriptures,Medium-Length Scriptures,,,,
DZ0532,太極真人敷靈寶齋戒威儀諸經要訣,,,,,,Lingbao Canon,Canonical Lingbao Scriptures,,Six Dynasties ,220,589,太極真人敷靈寶齋戒威儀諸經要訣,Taiji zhenren fu lingbao zhaijie weiyi zhujing yaojue ,,,,,,,,1,Lingbao Canon,Canonical Lingbao Scriptures,,,,,
DZ0533,太上靈寶上元天官消愆滅罪懺,,,,,,Lingbao,Litanies,,,,,太上靈寶上元天官消愆滅罪懺,Taishang lingbao shangyuan tianguan xiaoqian miezui chan ,,,,,,,,1,Lingbao,Litanies,,,,,
DZ0534,太上靈寶中元地官消愆滅罪懺,,,,,,Lingbao,Litanies,,,,,太上靈寶中元地官消愆滅罪懺,Taishang lingbao zhongyuan diguan xiaoqian miezui chan,,,,,,,,1,Lingbao,Litanies,,,,,
DZ0535,太上靈寶下元水官消愆滅罪懺,,,,,,Lingbao,Litanies,,,,,太上靈寶下元水官消愆滅罪懺,Taishang lingbao xiayuan shuiguan xiaoqian miezui chan,,,,,,,,1,Lingbao,Litanies,,,,,
DZ0536,太上玄司滅罪紫府消災法懺,,,,,,Shenxiao Fa and Related Thunder Rites,,,,,,太上玄司滅罪紫府消災法懺,Taishang xuansi miezui zifu xiaozai fachan,,,,,,,,1,Shenxiao Fa and Related Thunder Rites,,,,,,
DZ0537,太上消滅地獄昇陟天堂懺,,,,,,Lingbao,"
Litanies",,,,,太上消滅地獄昇陟天堂懺,Taishang xiaomie diyu shengzhi tiantang chan,,,,,,,,1,Lingbao,"
Litanies",,,,,
DZ0538,太一救苦天尊說拔度血糊寶懺,,,,,,Lingbao,Litanies,,,,,太一救苦天尊說拔度血糊寶懺,Taiyi jiuku tianzun shuo badu xuehu baochan,,,,,,,,1,Lingbao,Litanies,,,,,
DZ0539,青玄救苦寶懺,,,,,,Lingbao,Litanies,,,,,青玄救苦寶懺,Qingxuan jiuku baochan,,,,,,,,1,Lingbao,Litanies,,,,,
DZ0540,慈尊昇度寶懺,,,,,,Lingbao,Litanies,,,,,慈尊昇度寶懺,Cizun shengdu baochan,,,,,,,,1,Lingbao,Litanies,,,,,
DZ0541,東嶽大生寶懺,,,,,,Lingbao,Litanies,,,,,東嶽大生寶懺,Dongyue dasheng baochan,,,,,,,,1,Lingbao,Litanies,,,,,
DZ0542,太上靈寶十方應號天尊懺,,,,,,Lingbao,Litanies,,Tang,618,907,太上靈寶十方應號天尊懺,Taishang lingbao shifang yinghao tianzun chan ,,,,,,,,10,Lingbao,Litanies,,,,,
DZ0543,太上慈悲道場消災九幽懺,葛玄,句容,"31,9453","119,1717",撰,Lingbao,Litanies,,,,,太上慈悲道場消災九幽懺,Taishang cibei daochang xiaozai jiuyou chan,葛玄,Ge Xuan,撰,,教先,,164-244,10,Lingbao,Litanies,,句容,PL000000011100,,
DZ0544,太上慈悲九幽拔罪懺,,,,,,Lingbao,Litanies,,Tang,618,907,太上慈悲九幽拔罪懺,Taishang cibei jiuyou bazui chan,,,,,,,,10,Lingbao,Litanies,,,,,
DZ0545,太上慈悲道場滅罪水懺,,,,,,Lingbao,Litanies,,Tang,618,907,太上慈悲道場滅罪水懺,Taishang cibei daochang miezui shuichan,,,,,,,,3,Lingbao,Litanies,,,,,
DZ0546,靈寶玉鑑目錄,,,,,,Lingbao,Manuals,,,,,靈寶玉鑑目錄,Lingbao yujian mulu,,,,,,,,1,Lingbao,Manuals,,,,,
DZ0547,靈寶玉鑑,,,,,,Lingbao,Manuals,,,,,靈寶玉鑑,Lingbao yujian ,,,,,,,,43,Lingbao,Manuals,,,,,
DZ0548,太極祭鍊內法,鄭思肖,,,,撰,Lingbao,Rituals,,,,,太極祭鍊內法,Taiji jilian neifa ,鄭思肖,Zheng Sixiao,撰,所南,,,1241-1318,3,Lingbao,Rituals,,,,,
